income_bound_l,income_bound_r,educ_bound_l,educ_bound_r,age_bound_l,age_bound_r,value
11.0,12.000000099999999,7.0,8.0,50.0,55.0,11
10.0,11.0,13.0,14.0,20.0,25.0,1271
10.0,11.0,7.0,8.0,55.0,60.0,106
11.0,12.000000099999999,8.0,9.0,15.0,20.0,1
7.0,8.0,2.0,3.0,70.0,75.0,2
0.0,1.0,5.0,6.0,70.0,75.0,31
0.0,1.0,9.0,10.0,40.0,45.0,562
10.0,11.0,4.0,5.0,85.0,90.0,38
0.0,1.0,10.0,11.0,45.0,50.0,82
0.0,1.0,13.0,14.0,60.0,65.0,107
8.0,9.0,4.0,5.0,35.0,40.0,53
0.0,1.0,2.0,3.0,70.0,75.0,4
10.0,11.0,9.0,10.0,15.0,20.0,99
4.0,5.0,12.0,13.0,40.0,45.0,2
7.0,8.0,16.0,17.000000100000001,60.0,65.0,5
9.0,10.0,9.0,10.0,50.0,55.0,1258
10.0,11.0,7.0,8.0,20.0,25.0,59
8.0,9.0,2.0,3.0,45.0,50.0,21
9.0,10.0,10.0,11.0,70.0,75.0,186
11.0,12.000000099999999,10.0,11.0,40.0,45.0,198
4.0,5.0,9.0,10.0,50.0,55.0,9
5.0,6.0,12.0,13.0,50.0,55.0,3
11.0,12.000000099999999,8.0,9.0,40.0,45.0,43
11.0,12.000000099999999,15.0,16.0,60.0,65.0,146
0.0,1.0,3.0,4.0,15.0,20.0,16
8.0,9.0,14.0,15.0,75.0,80.0,24
9.0,10.0,11.0,12.0,60.0,65.0,297
9.0,10.0,3.0,4.0,90.0,95.0,62
11.0,12.000000099999999,4.0,5.0,40.0,45.0,13
2.0,3.0,13.0,14.0,25.0,30.0,1
6.0,7.0,6.0,7.0,50.0,55.0,7
6.0,7.0,7.0,8.0,50.0,55.0,2
4.0,5.0,4.0,5.0,50.0,55.0,1
7.0,8.0,5.0,6.0,80.0,85.0,6
10.0,11.0,3.0,4.0,90.0,95.0,6
0.0,1.0,9.0,10.0,65.0,70.0,168
11.0,12.000000099999999,13.0,14.0,85.0,90.0,44
10.0,11.0,8.0,9.0,15.0,20.0,17
8.0,9.0,3.0,4.0,40.0,45.0,32
10.0,11.0,7.0,8.0,25.0,30.0,78
7.0,8.0,7.0,8.0,30.0,35.0,16
11.0,12.000000099999999,6.0,7.0,80.0,85.0,6
10.0,11.0,14.0,15.0,35.0,40.0,946
6.0,7.0,13.0,14.0,50.0,55.0,26
11.0,12.000000099999999,8.0,9.0,65.0,70.0,20
4.0,5.0,10.0,11.0,30.0,35.0,2
2.0,3.0,10.0,11.0,45.0,50.0,1
6.0,7.0,9.0,10.0,85.0,90.0,1
4.0,5.0,14.0,15.0,45.0,50.0,6
11.0,12.000000099999999,4.0,5.0,65.0,70.0,13
6.0,7.0,12.0,13.0,85.0,90.0,2
6.0,7.0,9.0,10.0,45.0,50.0,40
4.0,5.0,4.0,5.0,25.0,30.0,1
1.0,2.0,11.0,12.0,30.0,35.0,2
11.0,12.000000099999999,16.0,17.000000100000001,80.0,85.0,23
9.0,10.0,3.0,4.0,85.0,90.0,97
0.0,1.0,14.0,15.0,50.0,55.0,94
5.0,6.0,12.0,13.0,75.0,80.0,1
0.0,1.0,15.0,16.0,65.0,70.0,6
9.0,10.0,7.0,8.0,15.0,20.0,170
8.0,9.0,5.0,6.0,65.0,70.0,80
4.0,5.0,9.0,10.0,80.0,85.0,1
2.0,3.0,3.0,4.0,80.0,85.0,1
7.0,8.0,9.0,10.0,15.0,20.0,347
9.0,10.0,4.0,5.0,60.0,65.0,139
6.0,7.0,4.0,5.0,50.0,55.0,1
8.0,9.0,10.0,11.0,65.0,70.0,71
11.0,12.000000099999999,12.0,13.0,75.0,80.0,16
7.0,8.0,3.0,4.0,30.0,35.0,1
0.0,1.0,14.0,15.0,25.0,30.0,115
6.0,7.0,11.0,12.0,75.0,80.0,4
8.0,9.0,8.0,9.0,30.0,35.0,86
11.0,12.000000099999999,12.0,13.0,85.0,90.0,4
0.0,1.0,6.0,7.0,55.0,60.0,57
7.0,8.0,13.0,14.0,40.0,45.0,80
10.0,11.0,12.0,13.0,60.0,65.0,272
0.0,1.0,13.0,14.0,75.0,80.0,31
8.0,9.0,3.0,4.0,75.0,80.0,45
10.0,11.0,14.0,15.0,65.0,70.0,353
6.0,7.0,1.0,2.0,60.0,65.0,4
10.0,11.0,3.0,4.0,45.0,50.0,48
0.0,1.0,7.0,8.0,85.0,90.0,5
8.0,9.0,10.0,11.0,90.0,95.0,9
11.0,12.000000099999999,14.0,15.0,25.0,30.0,231
1.0,2.0,10.0,11.0,50.0,55.0,1
10.0,11.0,15.0,16.0,75.0,80.0,44
7.0,8.0,5.0,6.0,55.0,60.0,7
8.0,9.0,8.0,9.0,40.0,45.0,79
0.0,1.0,5.0,6.0,45.0,50.0,44
6.0,7.0,3.0,4.0,70.0,75.0,1
0.0,1.0,12.0,13.0,90.0,95.0,4
9.0,10.0,16.0,17.000000100000001,90.0,95.0,7
10.0,11.0,1.0,2.0,30.0,35.0,34
8.0,9.0,7.0,8.0,70.0,75.0,73
6.0,7.0,12.0,13.0,60.0,65.0,6
4.0,5.0,9.0,10.0,25.0,30.0,4
5.0,6.0,14.0,15.0,40.0,45.0,8
7.0,8.0,14.0,15.0,70.0,75.0,3
4.0,5.0,15.0,16.0,40.0,45.0,3
0.0,1.0,2.0,3.0,35.0,40.0,6
9.0,10.0,12.0,13.0,65.0,70.0,148
6.0,7.0,7.0,8.0,60.0,65.0,11
11.0,12.000000099999999,2.0,3.0,55.0,60.0,5
9.0,10.0,5.0,6.0,30.0,35.0,99
7.0,8.0,5.0,6.0,30.0,35.0,8
7.0,8.0,13.0,14.0,35.0,40.0,79
10.0,11.0,3.0,4.0,50.0,55.0,60
7.0,8.0,12.0,13.0,80.0,85.0,1
7.0,8.0,5.0,6.0,50.0,55.0,6
9.0,10.0,16.0,17.000000100000001,30.0,35.0,48
10.0,11.0,13.0,14.0,40.0,45.0,2245
8.0,9.0,2.0,3.0,50.0,55.0,32
0.0,1.0,9.0,10.0,25.0,30.0,457
10.0,11.0,10.0,11.0,80.0,85.0,71
7.0,8.0,12.0,13.0,25.0,30.0,26
8.0,9.0,14.0,15.0,90.0,95.0,8
10.0,11.0,13.0,14.0,90.0,95.0,41
0.0,1.0,10.0,11.0,55.0,60.0,82
8.0,9.0,13.0,14.0,15.0,20.0,3
10.0,11.0,1.0,2.0,55.0,60.0,36
10.0,11.0,10.0,11.0,70.0,75.0,174
6.0,7.0,10.0,11.0,20.0,25.0,20
7.0,8.0,15.0,16.0,30.0,35.0,1
10.0,11.0,11.0,12.0,45.0,50.0,1495
10.0,11.0,16.0,17.000000100000001,40.0,45.0,147
0.0,1.0,4.0,5.0,50.0,55.0,49
4.0,5.0,6.0,7.0,40.0,45.0,1
9.0,10.0,14.0,15.0,30.0,35.0,250
8.0,9.0,9.0,10.0,40.0,45.0,530
0.0,1.0,11.0,12.0,20.0,25.0,651
8.0,9.0,9.0,10.0,70.0,75.0,900
11.0,12.000000099999999,4.0,5.0,55.0,60.0,24
0.0,1.0,14.0,15.0,80.0,85.0,15
6.0,7.0,1.0,2.0,50.0,55.0,13
8.0,9.0,11.0,12.0,35.0,40.0,193
6.0,7.0,10.0,11.0,30.0,35.0,12
6.0,7.0,14.0,15.0,55.0,60.0,5
11.0,12.000000099999999,9.0,10.0,85.0,90.0,43
10.0,11.0,5.0,6.0,75.0,80.0,55
4.0,5.0,3.0,4.0,40.0,45.0,1
0.0,1.0,4.0,5.0,30.0,35.0,45
4.0,5.0,7.0,8.0,80.0,85.0,1
6.0,7.0,12.0,13.0,35.0,40.0,20
9.0,10.0,9.0,10.0,25.0,30.0,1429
7.0,8.0,2.0,3.0,50.0,55.0,2
10.0,11.0,13.0,14.0,85.0,90.0,131
9.0,10.0,13.0,14.0,30.0,35.0,721
2.0,3.0,14.0,15.0,55.0,60.0,1
6.0,7.0,10.0,11.0,50.0,55.0,3
6.0,7.0,4.0,5.0,55.0,60.0,8
7.0,8.0,3.0,4.0,35.0,40.0,4
10.0,11.0,10.0,11.0,60.0,65.0,288
6.0,7.0,4.0,5.0,25.0,30.0,4
0.0,1.0,13.0,14.0,50.0,55.0,182
8.0,9.0,3.0,4.0,85.0,90.0,45
10.0,11.0,13.0,14.0,70.0,75.0,438
5.0,6.0,9.0,10.0,45.0,50.0,10
2.0,3.0,4.0,5.0,55.0,60.0,1
8.0,9.0,14.0,15.0,65.0,70.0,47
9.0,10.0,11.0,12.0,20.0,25.0,1766
0.0,1.0,10.0,11.0,85.0,90.0,8
10.0,11.0,1.0,2.0,70.0,75.0,12
11.0,12.000000099999999,10.0,11.0,30.0,35.0,97
0.0,1.0,10.0,11.0,20.0,25.0,106
11.0,12.000000099999999,2.0,3.0,25.0,30.0,2
10.0,11.0,7.0,8.0,35.0,40.0,123
6.0,7.0,10.0,11.0,25.0,30.0,13
4.0,5.0,1.0,2.0,45.0,50.0,2
8.0,9.0,10.0,11.0,40.0,45.0,137
0.0,1.0,8.0,9.0,30.0,35.0,109
10.0,11.0,11.0,12.0,75.0,80.0,280
3.0,4.0,12.0,13.0,40.0,45.0,3
9.0,10.0,15.0,16.0,75.0,80.0,45
11.0,12.000000099999999,16.0,17.000000100000001,55.0,60.0,274
11.0,12.000000099999999,10.0,11.0,50.0,55.0,186
0.0,1.0,6.0,7.0,40.0,45.0,42
11.0,12.000000099999999,11.0,12.0,90.0,95.0,10
6.0,7.0,12.0,13.0,15.0,20.0,1
2.0,3.0,11.0,12.0,40.0,45.0,5
11.0,12.000000099999999,5.0,6.0,65.0,70.0,8
9.0,10.0,11.0,12.0,25.0,30.0,743
10.0,11.0,6.0,7.0,60.0,65.0,98
3.0,4.0,5.0,6.0,15.0,20.0,1
9.0,10.0,10.0,11.0,45.0,50.0,320
6.0,7.0,10.0,11.0,35.0,40.0,12
8.0,9.0,6.0,7.0,20.0,25.0,79
9.0,10.0,10.0,11.0,85.0,90.0,61
5.0,6.0,9.0,10.0,80.0,85.0,1
0.0,1.0,11.0,12.0,75.0,80.0,23
11.0,12.000000099999999,6.0,7.0,90.0,95.0,1
2.0,3.0,13.0,14.0,60.0,65.0,1
2.0,3.0,9.0,10.0,25.0,30.0,1
8.0,9.0,3.0,4.0,55.0,60.0,42
8.0,9.0,15.0,16.0,80.0,85.0,9
7.0,8.0,8.0,9.0,40.0,45.0,13
3.0,4.0,11.0,12.0,45.0,50.0,3
0.0,1.0,8.0,9.0,20.0,25.0,121
8.0,9.0,16.0,17.000000100000001,90.0,95.0,3
9.0,10.0,13.0,14.0,40.0,45.0,617
11.0,12.000000099999999,9.0,10.0,15.0,20.0,8
1.0,2.0,11.0,12.0,50.0,55.0,1
8.0,9.0,5.0,6.0,70.0,75.0,122
8.0,9.0,3.0,4.0,30.0,35.0,30
0.0,1.0,7.0,8.0,90.0,95.0,4
9.0,10.0,6.0,7.0,60.0,65.0,141
10.0,11.0,16.0,17.000000100000001,75.0,80.0,38
0.0,1.0,2.0,3.0,20.0,25.0,8
4.0,5.0,3.0,4.0,45.0,50.0,1
7.0,8.0,4.0,5.0,65.0,70.0,12
0.0,1.0,14.0,15.0,65.0,70.0,20
10.0,11.0,2.0,3.0,60.0,65.0,26
11.0,12.000000099999999,11.0,12.0,55.0,60.0,275
6.0,7.0,7.0,8.0,40.0,45.0,5
8.0,9.0,9.0,10.0,90.0,95.0,139
6.0,7.0,16.0,17.000000100000001,30.0,35.0,2
11.0,12.000000099999999,2.0,3.0,30.0,35.0,1
5.0,6.0,5.0,6.0,50.0,55.0,1
5.0,6.0,1.0,2.0,30.0,35.0,1
7.0,8.0,10.0,11.0,20.0,25.0,46
6.0,7.0,14.0,15.0,30.0,35.0,10
10.0,11.0,3.0,4.0,35.0,40.0,37
2.0,3.0,13.0,14.0,30.0,35.0,2
6.0,7.0,8.0,9.0,20.0,25.0,15
5.0,6.0,13.0,14.0,35.0,40.0,24
9.0,10.0,16.0,17.000000100000001,75.0,80.0,16
10.0,11.0,2.0,3.0,65.0,70.0,11
9.0,10.0,8.0,9.0,20.0,25.0,216
0.0,1.0,16.0,17.000000100000001,50.0,55.0,9
4.0,5.0,9.0,10.0,35.0,40.0,7
9.0,10.0,16.0,17.000000100000001,20.0,25.0,5
10.0,11.0,1.0,2.0,25.0,30.0,25
5.0,6.0,15.0,16.0,50.0,55.0,2
11.0,12.000000099999999,14.0,15.0,55.0,60.0,771
5.0,6.0,2.0,3.0,35.0,40.0,1
4.0,5.0,5.0,6.0,35.0,40.0,1
8.0,9.0,4.0,5.0,45.0,50.0,104
2.0,3.0,14.0,15.0,45.0,50.0,1
10.0,11.0,16.0,17.000000100000001,70.0,75.0,53
9.0,10.0,2.0,3.0,20.0,25.0,15
10.0,11.0,14.0,15.0,60.0,65.0,460
10.0,11.0,6.0,7.0,20.0,25.0,51
5.0,6.0,8.0,9.0,60.0,65.0,1
5.0,6.0,9.0,10.0,55.0,60.0,17
4.0,5.0,8.0,9.0,85.0,90.0,1
10.0,11.0,3.0,4.0,20.0,25.0,11
0.0,1.0,2.0,3.0,40.0,45.0,12
5.0,6.0,9.0,10.0,60.0,65.0,17
4.0,5.0,1.0,2.0,30.0,35.0,1
1.0,2.0,1.0,2.0,60.0,65.0,1
1.0,2.0,4.0,5.0,20.0,25.0,1
11.0,12.000000099999999,13.0,14.0,55.0,60.0,759
11.0,12.000000099999999,16.0,17.000000100000001,60.0,65.0,175
3.0,4.0,15.0,16.0,30.0,35.0,1
10.0,11.0,1.0,2.0,50.0,55.0,59
6.0,7.0,6.0,7.0,45.0,50.0,1
7.0,8.0,4.0,5.0,90.0,95.0,7
9.0,10.0,1.0,2.0,15.0,20.0,5
10.0,11.0,5.0,6.0,45.0,50.0,93
2.0,3.0,5.0,6.0,55.0,60.0,1
10.0,11.0,2.0,3.0,20.0,25.0,5
0.0,1.0,2.0,3.0,15.0,20.0,7
4.0,5.0,11.0,12.0,45.0,50.0,5
8.0,9.0,8.0,9.0,45.0,50.0,53
4.0,5.0,15.0,16.0,50.0,55.0,1
11.0,12.000000099999999,15.0,16.0,90.0,95.0,6
5.0,6.0,7.0,8.0,60.0,65.0,1
9.0,10.0,2.0,3.0,30.0,35.0,19
4.0,5.0,13.0,14.0,25.0,30.0,7
8.0,9.0,2.0,3.0,15.0,20.0,5
0.0,1.0,1.0,2.0,75.0,80.0,22
6.0,7.0,9.0,10.0,35.0,40.0,85
6.0,7.0,14.0,15.0,75.0,80.0,1
8.0,9.0,16.0,17.000000100000001,75.0,80.0,3
7.0,8.0,6.0,7.0,50.0,55.0,5
11.0,12.000000099999999,8.0,9.0,90.0,95.0,2
9.0,10.0,10.0,11.0,75.0,80.0,187
0.0,1.0,16.0,17.000000100000001,70.0,75.0,2
9.0,10.0,11.0,12.0,40.0,45.0,650
0.0,1.0,11.0,12.0,85.0,90.0,13
6.0,7.0,9.0,10.0,65.0,70.0,4
6.0,7.0,11.0,12.0,25.0,30.0,21
4.0,5.0,12.0,13.0,35.0,40.0,7
6.0,7.0,4.0,5.0,35.0,40.0,7
9.0,10.0,11.0,12.0,90.0,95.0,73
4.0,5.0,6.0,7.0,55.0,60.0,2
11.0,12.000000099999999,16.0,17.000000100000001,25.0,30.0,27
8.0,9.0,7.0,8.0,50.0,55.0,37
11.0,12.000000099999999,10.0,11.0,55.0,60.0,121
6.0,7.0,2.0,3.0,45.0,50.0,2
3.0,4.0,11.0,12.0,55.0,60.0,1
7.0,8.0,2.0,3.0,75.0,80.0,1
7.0,8.0,6.0,7.0,15.0,20.0,59
9.0,10.0,9.0,10.0,45.0,50.0,1338
9.0,10.0,3.0,4.0,65.0,70.0,75
9.0,10.0,13.0,14.0,60.0,65.0,260
0.0,1.0,13.0,14.0,25.0,30.0,344
7.0,8.0,14.0,15.0,60.0,65.0,14
9.0,10.0,1.0,2.0,35.0,40.0,79
8.0,9.0,16.0,17.000000100000001,45.0,50.0,12
4.0,5.0,15.0,16.0,35.0,40.0,2
0.0,1.0,6.0,7.0,15.0,20.0,105
9.0,10.0,6.0,7.0,30.0,35.0,134
0.0,1.0,5.0,6.0,65.0,70.0,13
5.0,6.0,12.0,13.0,55.0,60.0,5
6.0,7.0,13.0,14.0,20.0,25.0,44
11.0,12.000000099999999,10.0,11.0,75.0,80.0,27
8.0,9.0,9.0,10.0,35.0,40.0,547
0.0,1.0,1.0,2.0,80.0,85.0,16
8.0,9.0,16.0,17.000000100000001,20.0,25.0,1
6.0,7.0,4.0,5.0,85.0,90.0,2
8.0,9.0,10.0,11.0,85.0,90.0,11
7.0,8.0,7.0,8.0,35.0,40.0,13
6.0,7.0,9.0,10.0,15.0,20.0,164
4.0,5.0,4.0,5.0,55.0,60.0,2
9.0,10.0,11.0,12.0,85.0,90.0,140
11.0,12.000000099999999,16.0,17.000000100000001,50.0,55.0,357
9.0,10.0,4.0,5.0,15.0,20.0,18
7.0,8.0,6.0,7.0,35.0,40.0,10
3.0,4.0,12.0,13.0,45.0,50.0,1
3.0,4.0,9.0,10.0,50.0,55.0,4
2.0,3.0,13.0,14.0,20.0,25.0,2
10.0,11.0,13.0,14.0,35.0,40.0,2518
3.0,4.0,10.0,11.0,15.0,20.0,3
4.0,5.0,7.0,8.0,70.0,75.0,1
6.0,7.0,4.0,5.0,90.0,95.0,1
9.0,10.0,11.0,12.0,70.0,75.0,386
0.0,1.0,4.0,5.0,75.0,80.0,36
8.0,9.0,5.0,6.0,55.0,60.0,47
6.0,7.0,8.0,9.0,60.0,65.0,7
0.0,1.0,14.0,15.0,55.0,60.0,53
6.0,7.0,8.0,9.0,15.0,20.0,30
8.0,9.0,13.0,14.0,75.0,80.0,70
8.0,9.0,3.0,4.0,50.0,55.0,52
6.0,7.0,14.0,15.0,40.0,45.0,17
9.0,10.0,1.0,2.0,80.0,85.0,50
10.0,11.0,16.0,17.000000100000001,25.0,30.0,70
7.0,8.0,14.0,15.0,20.0,25.0,10
11.0,12.000000099999999,14.0,15.0,70.0,75.0,118
7.0,8.0,4.0,5.0,85.0,90.0,13
9.0,10.0,4.0,5.0,65.0,70.0,201
7.0,8.0,8.0,9.0,25.0,30.0,17
11.0,12.000000099999999,6.0,7.0,25.0,30.0,7
6.0,7.0,10.0,11.0,45.0,50.0,8
7.0,8.0,11.0,12.0,35.0,40.0,52
4.0,5.0,8.0,9.0,40.0,45.0,2
1.0,2.0,9.0,10.0,40.0,45.0,1
2.0,3.0,9.0,10.0,60.0,65.0,1
9.0,10.0,12.0,13.0,85.0,90.0,32
7.0,8.0,7.0,8.0,60.0,65.0,11
9.0,10.0,4.0,5.0,35.0,40.0,102
11.0,12.000000099999999,15.0,16.0,40.0,45.0,381
7.0,8.0,5.0,6.0,25.0,30.0,10
11.0,12.000000099999999,5.0,6.0,90.0,95.0,4
8.0,9.0,8.0,9.0,70.0,75.0,134
7.0,8.0,9.0,10.0,90.0,95.0,14
0.0,1.0,6.0,7.0,80.0,85.0,20
8.0,9.0,12.0,13.0,35.0,40.0,139
8.0,9.0,8.0,9.0,75.0,80.0,115
9.0,10.0,13.0,14.0,15.0,20.0,4
5.0,6.0,9.0,10.0,50.0,55.0,13
0.0,1.0,1.0,2.0,90.0,95.0,10
11.0,12.000000099999999,15.0,16.0,45.0,50.0,399
9.0,10.0,7.0,8.0,80.0,85.0,130
8.0,9.0,2.0,3.0,70.0,75.0,43
5.0,6.0,4.0,5.0,50.0,55.0,1
11.0,12.000000099999999,9.0,10.0,55.0,60.0,374
8.0,9.0,16.0,17.000000100000001,85.0,90.0,4
2.0,3.0,9.0,10.0,45.0,50.0,2
10.0,11.0,6.0,7.0,90.0,95.0,8
3.0,4.0,13.0,14.0,25.0,30.0,3
9.0,10.0,4.0,5.0,30.0,35.0,75
0.0,1.0,3.0,4.0,80.0,85.0,16
5.0,6.0,10.0,11.0,30.0,35.0,5
6.0,7.0,5.0,6.0,55.0,60.0,5
10.0,11.0,13.0,14.0,75.0,80.0,311
5.0,6.0,14.0,15.0,45.0,50.0,1
7.0,8.0,2.0,3.0,45.0,50.0,1
9.0,10.0,9.0,10.0,75.0,80.0,1777
2.0,3.0,15.0,16.0,70.0,75.0,1
10.0,11.0,6.0,7.0,35.0,40.0,130
6.0,7.0,5.0,6.0,50.0,55.0,2
4.0,5.0,8.0,9.0,35.0,40.0,3
8.0,9.0,8.0,9.0,65.0,70.0,107
4.0,5.0,6.0,7.0,35.0,40.0,1
0.0,1.0,10.0,11.0,90.0,95.0,7
0.0,1.0,6.0,7.0,35.0,40.0,60
6.0,7.0,1.0,2.0,45.0,50.0,5
7.0,8.0,1.0,2.0,75.0,80.0,6
9.0,10.0,16.0,17.000000100000001,65.0,70.0,22
8.0,9.0,10.0,11.0,75.0,80.0,56
5.0,6.0,12.0,13.0,60.0,65.0,2
10.0,11.0,15.0,16.0,60.0,65.0,71
10.0,11.0,3.0,4.0,85.0,90.0,8
10.0,11.0,11.0,12.0,90.0,95.0,30
9.0,10.0,14.0,15.0,85.0,90.0,37
11.0,12.000000099999999,11.0,12.0,80.0,85.0,40
4.0,5.0,11.0,12.0,40.0,45.0,2
6.0,7.0,4.0,5.0,20.0,25.0,6
9.0,10.0,4.0,5.0,70.0,75.0,254
0.0,1.0,5.0,6.0,15.0,20.0,60
9.0,10.0,8.0,9.0,30.0,35.0,213
5.0,6.0,15.0,16.0,45.0,50.0,1
4.0,5.0,3.0,4.0,25.0,30.0,1
7.0,8.0,7.0,8.0,20.0,25.0,25
5.0,6.0,2.0,3.0,45.0,50.0,1
7.0,8.0,10.0,11.0,50.0,55.0,17
7.0,8.0,1.0,2.0,40.0,45.0,4
7.0,8.0,2.0,3.0,80.0,85.0,1
0.0,1.0,11.0,12.0,90.0,95.0,10
6.0,7.0,8.0,9.0,50.0,55.0,7
10.0,11.0,15.0,16.0,50.0,55.0,149
7.0,8.0,3.0,4.0,90.0,95.0,2
6.0,7.0,2.0,3.0,50.0,55.0,4
9.0,10.0,10.0,11.0,90.0,95.0,38
6.0,7.0,10.0,11.0,80.0,85.0,2
6.0,7.0,1.0,2.0,40.0,45.0,4
4.0,5.0,4.0,5.0,40.0,45.0,1
8.0,9.0,11.0,12.0,85.0,90.0,39
6.0,7.0,8.0,9.0,85.0,90.0,1
6.0,7.0,13.0,14.0,90.0,95.0,1
11.0,12.000000099999999,8.0,9.0,25.0,30.0,8
9.0,10.0,8.0,9.0,40.0,45.0,222
3.0,4.0,15.0,16.0,55.0,60.0,1
7.0,8.0,13.0,14.0,75.0,80.0,10
1.0,2.0,12.0,13.0,90.0,95.0,1
8.0,9.0,3.0,4.0,15.0,20.0,15
7.0,8.0,13.0,14.0,55.0,60.0,33
9.0,10.0,12.0,13.0,75.0,80.0,97
7.0,8.0,4.0,5.0,20.0,25.0,6
11.0,12.000000099999999,15.0,16.0,85.0,90.0,23
9.0,10.0,7.0,8.0,70.0,75.0,161
2.0,3.0,4.0,5.0,40.0,45.0,1
8.0,9.0,16.0,17.000000100000001,35.0,40.0,12
8.0,9.0,15.0,16.0,55.0,60.0,16
5.0,6.0,15.0,16.0,40.0,45.0,1
7.0,8.0,5.0,6.0,70.0,75.0,9
4.0,5.0,11.0,12.0,35.0,40.0,1
11.0,12.000000099999999,8.0,9.0,50.0,55.0,25
9.0,10.0,12.0,13.0,40.0,45.0,455
0.0,1.0,12.0,13.0,20.0,25.0,95
0.0,1.0,5.0,6.0,35.0,40.0,59
7.0,8.0,10.0,11.0,60.0,65.0,12
7.0,8.0,9.0,10.0,70.0,75.0,75
11.0,12.000000099999999,2.0,3.0,50.0,55.0,5
10.0,11.0,7.0,8.0,90.0,95.0,4
7.0,8.0,12.0,13.0,75.0,80.0,2
0.0,1.0,6.0,7.0,70.0,75.0,22
0.0,1.0,1.0,2.0,85.0,90.0,16
6.0,7.0,13.0,14.0,85.0,90.0,5
0.0,1.0,10.0,11.0,35.0,40.0,111
8.0,9.0,5.0,6.0,90.0,95.0,26
8.0,9.0,4.0,5.0,65.0,70.0,128
7.0,8.0,1.0,2.0,35.0,40.0,11
11.0,12.000000099999999,6.0,7.0,35.0,40.0,11
7.0,8.0,6.0,7.0,65.0,70.0,9
9.0,10.0,2.0,3.0,50.0,55.0,57
1.0,2.0,9.0,10.0,25.0,30.0,1
11.0,12.000000099999999,9.0,10.0,75.0,80.0,79
0.0,1.0,1.0,2.0,55.0,60.0,40
10.0,11.0,4.0,5.0,15.0,20.0,4
8.0,9.0,11.0,12.0,55.0,60.0,125
7.0,8.0,6.0,7.0,45.0,50.0,4
10.0,11.0,9.0,10.0,60.0,65.0,1460
9.0,10.0,14.0,15.0,90.0,95.0,16
6.0,7.0,1.0,2.0,70.0,75.0,1
5.0,6.0,6.0,7.0,75.0,80.0,1
3.0,4.0,4.0,5.0,85.0,90.0,1
10.0,11.0,5.0,6.0,40.0,45.0,88
8.0,9.0,4.0,5.0,90.0,95.0,83
8.0,9.0,15.0,16.0,50.0,55.0,11
10.0,11.0,4.0,5.0,40.0,45.0,69
9.0,10.0,13.0,14.0,85.0,90.0,101
8.0,9.0,9.0,10.0,30.0,35.0,529
4.0,5.0,15.0,16.0,30.0,35.0,1
5.0,6.0,6.0,7.0,40.0,45.0,6
4.0,5.0,6.0,7.0,25.0,30.0,3
10.0,11.0,16.0,17.000000100000001,65.0,70.0,56
1.0,2.0,11.0,12.0,20.0,25.0,1
10.0,11.0,15.0,16.0,80.0,85.0,48
0.0,1.0,10.0,11.0,60.0,65.0,50
8.0,9.0,3.0,4.0,65.0,70.0,79
0.0,1.0,12.0,13.0,50.0,55.0,102
0.0,1.0,5.0,6.0,80.0,85.0,22
11.0,12.000000099999999,12.0,13.0,80.0,85.0,8
0.0,1.0,6.0,7.0,65.0,70.0,12
7.0,8.0,5.0,6.0,20.0,25.0,15
5.0,6.0,5.0,6.0,30.0,35.0,6
5.0,6.0,7.0,8.0,40.0,45.0,2
7.0,8.0,15.0,16.0,65.0,70.0,3
2.0,3.0,9.0,10.0,20.0,25.0,1
6.0,7.0,6.0,7.0,55.0,60.0,5
6.0,7.0,8.0,9.0,70.0,75.0,2
9.0,10.0,16.0,17.000000100000001,70.0,75.0,23
8.0,9.0,1.0,2.0,25.0,30.0,29
7.0,8.0,11.0,12.0,50.0,55.0,29
8.0,9.0,5.0,6.0,45.0,50.0,36
1.0,2.0,13.0,14.0,50.0,55.0,1
8.0,9.0,15.0,16.0,70.0,75.0,17
10.0,11.0,5.0,6.0,15.0,20.0,6
6.0,7.0,12.0,13.0,45.0,50.0,7
2.0,3.0,6.0,7.0,55.0,60.0,1
11.0,12.000000099999999,15.0,16.0,35.0,40.0,375
8.0,9.0,2.0,3.0,55.0,60.0,31
0.0,1.0,6.0,7.0,20.0,25.0,68
11.0,12.000000099999999,11.0,12.0,40.0,45.0,485
7.0,8.0,12.0,13.0,35.0,40.0,42
10.0,11.0,2.0,3.0,90.0,95.0,3
3.0,4.0,13.0,14.0,20.0,25.0,2
4.0,5.0,9.0,10.0,90.0,95.0,1
8.0,9.0,6.0,7.0,50.0,55.0,59
8.0,9.0,14.0,15.0,85.0,90.0,13
5.0,6.0,1.0,2.0,45.0,50.0,2
9.0,10.0,16.0,17.000000100000001,80.0,85.0,7
11.0,12.000000099999999,5.0,6.0,80.0,85.0,4
11.0,12.000000099999999,6.0,7.0,45.0,50.0,15
0.0,1.0,4.0,5.0,55.0,60.0,65
7.0,8.0,9.0,10.0,60.0,65.0,100
6.0,7.0,10.0,11.0,55.0,60.0,4
8.0,9.0,13.0,14.0,80.0,85.0,70
5.0,6.0,11.0,12.0,75.0,80.0,2
3.0,4.0,13.0,14.0,45.0,50.0,2
3.0,4.0,11.0,12.0,15.0,20.0,1
0.0,1.0,8.0,9.0,50.0,55.0,66
