income_bound_l,income_bound_r,educ_bound_l,educ_bound_r,age_bound_l,age_bound_r,value
2.0,3.0,12.0,13.0,40.0,45.0,1
10.0,11.0,11.0,12.0,80.0,85.0,200
9.0,10.0,16.0,17.000000100000001,60.0,65.0,12
7.0,8.0,1.0,2.0,25.0,30.0,6
8.0,9.0,6.0,7.0,25.0,30.0,60
9.0,10.0,4.0,5.0,80.0,85.0,317
8.0,9.0,1.0,2.0,30.0,35.0,54
6.0,7.0,14.0,15.0,20.0,25.0,5
7.0,8.0,11.0,12.0,45.0,50.0,34
8.0,9.0,16.0,17.000000100000001,40.0,45.0,7
5.0,6.0,9.0,10.0,30.0,35.0,23
5.0,6.0,12.0,13.0,15.0,20.0,1
5.0,6.0,13.0,14.0,50.0,55.0,7
6.0,7.0,2.0,3.0,20.0,25.0,1
5.0,6.0,8.0,9.0,20.0,25.0,3
9.0,10.0,3.0,4.0,40.0,45.0,65
8.0,9.0,6.0,7.0,15.0,20.0,104
0.0,1.0,6.0,7.0,85.0,90.0,8
0.0,1.0,8.0,9.0,25.0,30.0,60
7.0,8.0,3.0,4.0,25.0,30.0,1
0.0,1.0,16.0,17.000000100000001,20.0,25.0,1
5.0,6.0,6.0,7.0,50.0,55.0,2
5.0,6.0,13.0,14.0,30.0,35.0,15
7.0,8.0,6.0,7.0,80.0,85.0,9
11.0,12.000000099999999,14.0,15.0,30.0,35.0,706
9.0,10.0,4.0,5.0,55.0,60.0,124
3.0,4.0,7.0,8.0,15.0,20.0,4
7.0,8.0,10.0,11.0,40.0,45.0,18
6.0,7.0,3.0,4.0,25.0,30.0,4
7.0,8.0,6.0,7.0,70.0,75.0,11
9.0,10.0,8.0,9.0,50.0,55.0,153
7.0,8.0,7.0,8.0,45.0,50.0,6
8.0,9.0,12.0,13.0,55.0,60.0,79
9.0,10.0,9.0,10.0,40.0,45.0,1608
0.0,1.0,15.0,16.0,40.0,45.0,28
8.0,9.0,1.0,2.0,70.0,75.0,96
8.0,9.0,5.0,6.0,40.0,45.0,61
10.0,11.0,14.0,15.0,75.0,80.0,179
8.0,9.0,9.0,10.0,60.0,65.0,493
10.0,11.0,14.0,15.0,30.0,35.0,1109
8.0,9.0,13.0,14.0,70.0,75.0,120
7.0,8.0,9.0,10.0,35.0,40.0,124
5.0,6.0,4.0,5.0,45.0,50.0,3
5.0,6.0,8.0,9.0,30.0,35.0,3
0.0,1.0,16.0,17.000000100000001,35.0,40.0,11
4.0,5.0,8.0,9.0,15.0,20.0,2
2.0,3.0,8.0,9.0,40.0,45.0,1
1.0,2.0,1.0,2.0,25.0,30.0,1
9.0,10.0,8.0,9.0,25.0,30.0,201
11.0,12.000000099999999,7.0,8.0,70.0,75.0,5
7.0,8.0,9.0,10.0,85.0,90.0,15
8.0,9.0,6.0,7.0,45.0,50.0,42
5.0,6.0,16.0,17.000000100000001,35.0,40.0,3
0.0,1.0,7.0,8.0,55.0,60.0,38
6.0,7.0,14.0,15.0,70.0,75.0,1
8.0,9.0,11.0,12.0,25.0,30.0,220
11.0,12.000000099999999,11.0,12.0,85.0,90.0,24
5.0,6.0,5.0,6.0,60.0,65.0,4
9.0,10.0,5.0,6.0,85.0,90.0,126
4.0,5.0,13.0,14.0,85.0,90.0,1
10.0,11.0,4.0,5.0,30.0,35.0,69
7.0,8.0,6.0,7.0,60.0,65.0,17
9.0,10.0,3.0,4.0,70.0,75.0,95
6.0,7.0,6.0,7.0,85.0,90.0,1
7.0,8.0,3.0,4.0,45.0,50.0,4
0.0,1.0,12.0,13.0,45.0,50.0,119
9.0,10.0,16.0,17.000000100000001,55.0,60.0,27
0.0,1.0,12.0,13.0,60.0,65.0,38
7.0,8.0,16.0,17.000000100000001,50.0,55.0,1
7.0,8.0,15.0,16.0,25.0,30.0,7
11.0,12.000000099999999,8.0,9.0,30.0,35.0,22
4.0,5.0,10.0,11.0,35.0,40.0,3
11.0,12.000000099999999,7.0,8.0,80.0,85.0,4
7.0,8.0,3.0,4.0,50.0,55.0,5
10.0,11.0,11.0,12.0,85.0,90.0,97
9.0,10.0,6.0,7.0,85.0,90.0,98
7.0,8.0,10.0,11.0,65.0,70.0,8
8.0,9.0,15.0,16.0,40.0,45.0,23
8.0,9.0,12.0,13.0,85.0,90.0,21
9.0,10.0,10.0,11.0,20.0,25.0,503
9.0,10.0,8.0,9.0,75.0,80.0,211
0.0,1.0,7.0,8.0,30.0,35.0,62
9.0,10.0,10.0,11.0,50.0,55.0,256
10.0,11.0,12.0,13.0,80.0,85.0,45
0.0,1.0,15.0,16.0,35.0,40.0,32
0.0,1.0,1.0,2.0,25.0,30.0,33
5.0,6.0,9.0,10.0,20.0,25.0,23
8.0,9.0,6.0,7.0,35.0,40.0,62
8.0,9.0,3.0,4.0,20.0,25.0,15
6.0,7.0,9.0,10.0,90.0,95.0,1
6.0,7.0,9.0,10.0,70.0,75.0,15
0.0,1.0,7.0,8.0,50.0,55.0,30
5.0,6.0,10.0,11.0,55.0,60.0,5
10.0,11.0,10.0,11.0,20.0,25.0,266
11.0,12.000000099999999,6.0,7.0,30.0,35.0,9
7.0,8.0,13.0,14.0,50.0,55.0,41
7.0,8.0,9.0,10.0,55.0,60.0,68
10.0,11.0,4.0,5.0,25.0,30.0,44
9.0,10.0,9.0,10.0,15.0,20.0,621
7.0,8.0,2.0,3.0,60.0,65.0,5
10.0,11.0,13.0,14.0,30.0,35.0,3147
11.0,12.000000099999999,8.0,9.0,75.0,80.0,9
9.0,10.0,12.0,13.0,90.0,95.0,21
11.0,12.000000099999999,5.0,6.0,40.0,45.0,11
7.0,8.0,11.0,12.0,55.0,60.0,32
9.0,10.0,9.0,10.0,30.0,35.0,1585
11.0,12.000000099999999,12.0,13.0,50.0,55.0,319
0.0,1.0,10.0,11.0,15.0,20.0,229
6.0,7.0,13.0,14.0,35.0,40.0,46
11.0,12.000000099999999,6.0,7.0,50.0,55.0,17
11.0,12.000000099999999,13.0,14.0,80.0,85.0,73
4.0,5.0,5.0,6.0,25.0,30.0,2
8.0,9.0,10.0,11.0,15.0,20.0,606
0.0,1.0,9.0,10.0,75.0,80.0,170
11.0,12.000000099999999,3.0,4.0,45.0,50.0,9
5.0,6.0,7.0,8.0,55.0,60.0,3
6.0,7.0,4.0,5.0,80.0,85.0,4
7.0,8.0,15.0,16.0,60.0,65.0,4
7.0,8.0,7.0,8.0,70.0,75.0,10
8.0,9.0,9.0,10.0,75.0,80.0,710
8.0,9.0,16.0,17.000000100000001,50.0,55.0,11
10.0,11.0,4.0,5.0,35.0,40.0,72
8.0,9.0,15.0,16.0,35.0,40.0,9
6.0,7.0,1.0,2.0,65.0,70.0,2
0.0,1.0,12.0,13.0,75.0,80.0,9
1.0,2.0,13.0,14.0,20.0,25.0,1
0.0,1.0,5.0,6.0,55.0,60.0,29
7.0,8.0,9.0,10.0,50.0,55.0,80
5.0,6.0,5.0,6.0,75.0,80.0,1
8.0,9.0,1.0,2.0,45.0,50.0,64
1.0,2.0,12.0,13.0,40.0,45.0,1
7.0,8.0,7.0,8.0,75.0,80.0,10
7.0,8.0,10.0,11.0,15.0,20.0,412
0.0,1.0,3.0,4.0,50.0,55.0,34
6.0,7.0,12.0,13.0,25.0,30.0,7
9.0,10.0,14.0,15.0,80.0,85.0,64
9.0,10.0,2.0,3.0,35.0,40.0,15
9.0,10.0,3.0,4.0,25.0,30.0,38
8.0,9.0,13.0,14.0,60.0,65.0,109
6.0,7.0,5.0,6.0,20.0,25.0,6
0.0,1.0,9.0,10.0,80.0,85.0,137
11.0,12.000000099999999,7.0,8.0,55.0,60.0,5
8.0,9.0,10.0,11.0,35.0,40.0,135
6.0,7.0,4.0,5.0,30.0,35.0,10
7.0,8.0,1.0,2.0,20.0,25.0,6
9.0,10.0,12.0,13.0,15.0,20.0,9
8.0,9.0,15.0,16.0,45.0,50.0,15
4.0,5.0,5.0,6.0,45.0,50.0,1
6.0,7.0,15.0,16.0,65.0,70.0,4
10.0,11.0,8.0,9.0,30.0,35.0,243
6.0,7.0,4.0,5.0,70.0,75.0,2
5.0,6.0,2.0,3.0,50.0,55.0,2
10.0,11.0,8.0,9.0,85.0,90.0,29
9.0,10.0,11.0,12.0,80.0,85.0,269
8.0,9.0,5.0,6.0,25.0,30.0,45
10.0,11.0,16.0,17.000000100000001,85.0,90.0,10
5.0,6.0,1.0,2.0,40.0,45.0,4
4.0,5.0,14.0,15.0,60.0,65.0,3
8.0,9.0,6.0,7.0,80.0,85.0,81
8.0,9.0,12.0,13.0,75.0,80.0,49
10.0,11.0,11.0,12.0,55.0,60.0,793
10.0,11.0,6.0,7.0,15.0,20.0,3
1.0,2.0,7.0,8.0,15.0,20.0,2
3.0,4.0,9.0,10.0,20.0,25.0,3
10.0,11.0,14.0,15.0,80.0,85.0,126
9.0,10.0,9.0,10.0,80.0,85.0,1255
9.0,10.0,14.0,15.0,35.0,40.0,236
8.0,9.0,10.0,11.0,30.0,35.0,87
7.0,8.0,8.0,9.0,55.0,60.0,10
11.0,12.000000099999999,9.0,10.0,30.0,35.0,280
10.0,11.0,12.0,13.0,55.0,60.0,506
10.0,11.0,9.0,10.0,75.0,80.0,761
10.0,11.0,14.0,15.0,25.0,30.0,910
11.0,12.000000099999999,15.0,16.0,50.0,55.0,418
5.0,6.0,6.0,7.0,15.0,20.0,11
11.0,12.000000099999999,16.0,17.000000100000001,40.0,45.0,233
11.0,12.000000099999999,3.0,4.0,85.0,90.0,1
0.0,1.0,1.0,2.0,40.0,45.0,34
7.0,8.0,12.0,13.0,20.0,25.0,24
0.0,1.0,13.0,14.0,40.0,45.0,382
4.0,5.0,10.0,11.0,20.0,25.0,1
7.0,8.0,13.0,14.0,25.0,30.0,80
3.0,4.0,6.0,7.0,20.0,25.0,1
8.0,9.0,12.0,13.0,60.0,65.0,72
10.0,11.0,2.0,3.0,25.0,30.0,6
9.0,10.0,1.0,2.0,50.0,55.0,96
9.0,10.0,11.0,12.0,35.0,40.0,666
10.0,11.0,16.0,17.000000100000001,35.0,40.0,149
6.0,7.0,13.0,14.0,30.0,35.0,31
0.0,1.0,2.0,3.0,25.0,30.0,14
5.0,6.0,6.0,7.0,65.0,70.0,1
11.0,12.000000099999999,14.0,15.0,35.0,40.0,979
9.0,10.0,10.0,11.0,60.0,65.0,187
8.0,9.0,9.0,10.0,50.0,55.0,411
5.0,6.0,12.0,13.0,30.0,35.0,10
6.0,7.0,8.0,9.0,30.0,35.0,10
7.0,8.0,9.0,10.0,65.0,70.0,65
8.0,9.0,10.0,11.0,70.0,75.0,90
11.0,12.000000099999999,12.0,13.0,40.0,45.0,357
7.0,8.0,8.0,9.0,90.0,95.0,1
6.0,7.0,5.0,6.0,45.0,50.0,10
9.0,10.0,8.0,9.0,80.0,85.0,169
4.0,5.0,12.0,13.0,50.0,55.0,1
6.0,7.0,15.0,16.0,70.0,75.0,1
10.0,11.0,11.0,12.0,35.0,40.0,1637
8.0,9.0,3.0,4.0,90.0,95.0,30
2.0,3.0,10.0,11.0,35.0,40.0,1
6.0,7.0,6.0,7.0,65.0,70.0,2
10.0,11.0,12.0,13.0,40.0,45.0,1286
11.0,12.000000099999999,6.0,7.0,55.0,60.0,22
9.0,10.0,6.0,7.0,40.0,45.0,131
7.0,8.0,15.0,16.0,45.0,50.0,1
9.0,10.0,16.0,17.000000100000001,25.0,30.0,34
3.0,4.0,13.0,14.0,70.0,75.0,1
5.0,6.0,3.0,4.0,40.0,45.0,1
9.0,10.0,2.0,3.0,25.0,30.0,25
3.0,4.0,13.0,14.0,50.0,55.0,1
9.0,10.0,3.0,4.0,35.0,40.0,57
9.0,10.0,15.0,16.0,85.0,90.0,18
9.0,10.0,14.0,15.0,70.0,75.0,127
9.0,10.0,1.0,2.0,65.0,70.0,79
5.0,6.0,12.0,13.0,20.0,25.0,1
4.0,5.0,9.0,10.0,15.0,20.0,6
7.0,8.0,9.0,10.0,75.0,80.0,75
11.0,12.000000099999999,14.0,15.0,85.0,90.0,15
7.0,8.0,12.0,13.0,70.0,75.0,12
9.0,10.0,13.0,14.0,65.0,70.0,305
8.0,9.0,11.0,12.0,45.0,50.0,176
6.0,7.0,12.0,13.0,20.0,25.0,16
9.0,10.0,8.0,9.0,55.0,60.0,151
6.0,7.0,11.0,12.0,15.0,20.0,88
5.0,6.0,11.0,12.0,90.0,95.0,1
6.0,7.0,15.0,16.0,30.0,35.0,1
9.0,10.0,9.0,10.0,85.0,90.0,719
10.0,11.0,13.0,14.0,25.0,30.0,3856
5.0,6.0,8.0,9.0,50.0,55.0,1
3.0,4.0,14.0,15.0,85.0,90.0,1
9.0,10.0,7.0,8.0,40.0,45.0,122
9.0,10.0,12.0,13.0,70.0,75.0,152
5.0,6.0,7.0,8.0,50.0,55.0,3
0.0,1.0,13.0,14.0,15.0,20.0,11
7.0,8.0,5.0,6.0,40.0,45.0,5
7.0,8.0,4.0,5.0,40.0,45.0,9
6.0,7.0,15.0,16.0,20.0,25.0,1
4.0,5.0,10.0,11.0,60.0,65.0,1
11.0,12.000000099999999,3.0,4.0,35.0,40.0,5
4.0,5.0,11.0,12.0,75.0,80.0,1
0.0,1.0,2.0,3.0,60.0,65.0,13
5.0,6.0,3.0,4.0,60.0,65.0,1
6.0,7.0,5.0,6.0,40.0,45.0,6
6.0,7.0,15.0,16.0,60.0,65.0,3
10.0,11.0,10.0,11.0,40.0,45.0,844
10.0,11.0,8.0,9.0,40.0,45.0,290
5.0,6.0,13.0,14.0,20.0,25.0,8
9.0,10.0,14.0,15.0,65.0,70.0,137
5.0,6.0,9.0,10.0,75.0,80.0,7
0.0,1.0,11.0,12.0,55.0,60.0,139
10.0,11.0,9.0,10.0,85.0,90.0,272
8.0,9.0,8.0,9.0,55.0,60.0,70
0.0,1.0,10.0,11.0,50.0,55.0,65
10.0,11.0,4.0,5.0,45.0,50.0,94
0.0,1.0,8.0,9.0,70.0,75.0,21
5.0,6.0,7.0,8.0,30.0,35.0,1
6.0,7.0,11.0,12.0,35.0,40.0,28
6.0,7.0,10.0,11.0,65.0,70.0,2
7.0,8.0,13.0,14.0,70.0,75.0,12
8.0,9.0,8.0,9.0,60.0,65.0,82
10.0,11.0,9.0,10.0,30.0,35.0,2845
10.0,11.0,7.0,8.0,85.0,90.0,19
5.0,6.0,10.0,11.0,40.0,45.0,5
0.0,1.0,10.0,11.0,30.0,35.0,113
9.0,10.0,7.0,8.0,35.0,40.0,140
4.0,5.0,8.0,9.0,55.0,60.0,2
9.0,10.0,13.0,14.0,45.0,50.0,572
10.0,11.0,7.0,8.0,45.0,50.0,101
9.0,10.0,14.0,15.0,20.0,25.0,83
6.0,7.0,5.0,6.0,85.0,90.0,3
7.0,8.0,5.0,6.0,35.0,40.0,11
0.0,1.0,2.0,3.0,80.0,85.0,6
7.0,8.0,1.0,2.0,60.0,65.0,8
11.0,12.000000099999999,2.0,3.0,40.0,45.0,2
6.0,7.0,11.0,12.0,50.0,55.0,14
11.0,12.000000099999999,4.0,5.0,90.0,95.0,2
7.0,8.0,14.0,15.0,65.0,70.0,12
7.0,8.0,2.0,3.0,35.0,40.0,4
6.0,7.0,13.0,14.0,80.0,85.0,1
11.0,12.000000099999999,14.0,15.0,80.0,85.0,36
0.0,1.0,1.0,2.0,20.0,25.0,33
10.0,11.0,8.0,9.0,65.0,70.0,96
0.0,1.0,11.0,12.0,70.0,75.0,31
0.0,1.0,2.0,3.0,55.0,60.0,19
8.0,9.0,16.0,17.000000100000001,30.0,35.0,9
8.0,9.0,12.0,13.0,90.0,95.0,11
10.0,11.0,9.0,10.0,55.0,60.0,1988
0.0,1.0,16.0,17.000000100000001,80.0,85.0,4
6.0,7.0,11.0,12.0,80.0,85.0,1
0.0,1.0,6.0,7.0,50.0,55.0,49
5.0,6.0,3.0,4.0,15.0,20.0,2
9.0,10.0,7.0,8.0,45.0,50.0,84
10.0,11.0,7.0,8.0,80.0,85.0,38
11.0,12.000000099999999,12.0,13.0,55.0,60.0,159
9.0,10.0,2.0,3.0,80.0,85.0,27
10.0,11.0,3.0,4.0,70.0,75.0,27
0.0,1.0,4.0,5.0,65.0,70.0,33
8.0,9.0,9.0,10.0,20.0,25.0,865
0.0,1.0,13.0,14.0,80.0,85.0,25
11.0,12.000000099999999,2.0,3.0,85.0,90.0,2
11.0,12.000000099999999,1.0,2.0,65.0,70.0,4
7.0,8.0,13.0,14.0,20.0,25.0,166
8.0,9.0,14.0,15.0,30.0,35.0,87
11.0,12.000000099999999,9.0,10.0,80.0,85.0,79
5.0,6.0,10.0,11.0,15.0,20.0,37
8.0,9.0,13.0,14.0,30.0,35.0,235
9.0,10.0,7.0,8.0,30.0,35.0,118
11.0,12.000000099999999,13.0,14.0,30.0,35.0,1473
0.0,1.0,7.0,8.0,25.0,30.0,50
0.0,1.0,6.0,7.0,25.0,30.0,53
9.0,10.0,1.0,2.0,20.0,25.0,41
9.0,10.0,9.0,10.0,55.0,60.0,1110
6.0,7.0,4.0,5.0,60.0,65.0,10
8.0,9.0,9.0,10.0,25.0,30.0,463
7.0,8.0,11.0,12.0,15.0,20.0,265
0.0,1.0,5.0,6.0,50.0,55.0,35
0.0,1.0,2.0,3.0,30.0,35.0,5
0.0,1.0,16.0,17.000000100000001,75.0,80.0,1
5.0,6.0,7.0,8.0,15.0,20.0,27
10.0,11.0,15.0,16.0,30.0,35.0,298
7.0,8.0,4.0,5.0,15.0,20.0,11
9.0,10.0,14.0,15.0,45.0,50.0,239
8.0,9.0,13.0,14.0,65.0,70.0,140
9.0,10.0,14.0,15.0,60.0,65.0,113
10.0,11.0,15.0,16.0,35.0,40.0,234
10.0,11.0,4.0,5.0,80.0,85.0,62
11.0,12.000000099999999,1.0,2.0,25.0,30.0,1
7.0,8.0,13.0,14.0,30.0,35.0,69
8.0,9.0,11.0,12.0,20.0,25.0,2003
8.0,9.0,1.0,2.0,65.0,70.0,88
2.0,3.0,9.0,10.0,15.0,20.0,3
10.0,11.0,4.0,5.0,70.0,75.0,81
9.0,10.0,6.0,7.0,25.0,30.0,101
11.0,12.000000099999999,9.0,10.0,60.0,65.0,240
9.0,10.0,1.0,2.0,30.0,35.0,49
9.0,10.0,16.0,17.000000100000001,40.0,45.0,23
9.0,10.0,5.0,6.0,80.0,85.0,209
7.0,8.0,8.0,9.0,60.0,65.0,15
4.0,5.0,11.0,12.0,60.0,65.0,5
9.0,10.0,2.0,3.0,45.0,50.0,47
8.0,9.0,2.0,3.0,60.0,65.0,43
11.0,12.000000099999999,15.0,16.0,30.0,35.0,223
7.0,8.0,4.0,5.0,60.0,65.0,18
10.0,11.0,15.0,16.0,20.0,25.0,12
9.0,10.0,15.0,16.0,65.0,70.0,38
0.0,1.0,11.0,12.0,25.0,30.0,190
10.0,11.0,7.0,8.0,75.0,80.0,48
8.0,9.0,10.0,11.0,45.0,50.0,99
0.0,1.0,16.0,17.000000100000001,55.0,60.0,7
10.0,11.0,11.0,12.0,50.0,55.0,1315
5.0,6.0,13.0,14.0,60.0,65.0,2
7.0,8.0,1.0,2.0,30.0,35.0,5
5.0,6.0,10.0,11.0,80.0,85.0,1
7.0,8.0,5.0,6.0,15.0,20.0,23
9.0,10.0,12.0,13.0,55.0,60.0,194
6.0,7.0,6.0,7.0,60.0,65.0,6
11.0,12.000000099999999,16.0,17.000000100000001,35.0,40.0,199
11.0,12.000000099999999,2.0,3.0,20.0,25.0,1
0.0,1.0,4.0,5.0,70.0,75.0,26
11.0,12.000000099999999,8.0,9.0,80.0,85.0,16
9.0,10.0,1.0,2.0,70.0,75.0,69
11.0,12.000000099999999,13.0,14.0,20.0,25.0,58
9.0,10.0,5.0,6.0,40.0,45.0,88
10.0,11.0,13.0,14.0,60.0,65.0,623
0.0,1.0,12.0,13.0,30.0,35.0,168
7.0,8.0,11.0,12.0,65.0,70.0,10
9.0,10.0,13.0,14.0,70.0,75.0,289
4.0,5.0,8.0,9.0,60.0,65.0,1
0.0,1.0,12.0,13.0,85.0,90.0,5
11.0,12.000000099999999,11.0,12.0,75.0,80.0,63
5.0,6.0,8.0,9.0,15.0,20.0,9
11.0,12.000000099999999,16.0,17.000000100000001,65.0,70.0,120
8.0,9.0,13.0,14.0,40.0,45.0,249
0.0,1.0,11.0,12.0,50.0,55.0,146
10.0,11.0,10.0,11.0,25.0,30.0,575
11.0,12.000000099999999,11.0,12.0,20.0,25.0,43
9.0,10.0,6.0,7.0,45.0,50.0,121
10.0,11.0,3.0,4.0,30.0,35.0,32
9.0,10.0,3.0,4.0,30.0,35.0,61
9.0,10.0,10.0,11.0,40.0,45.0,371
9.0,10.0,7.0,8.0,60.0,65.0,90
4.0,5.0,9.0,10.0,45.0,50.0,6
6.0,7.0,5.0,6.0,70.0,75.0,4
0.0,1.0,15.0,16.0,75.0,80.0,5
0.0,1.0,15.0,16.0,55.0,60.0,11
10.0,11.0,12.0,13.0,15.0,20.0,3
10.0,11.0,13.0,14.0,45.0,50.0,2113
5.0,6.0,6.0,7.0,55.0,60.0,6
0.0,1.0,7.0,8.0,70.0,75.0,12
5.0,6.0,10.0,11.0,35.0,40.0,3
4.0,5.0,13.0,14.0,35.0,40.0,12
11.0,12.000000099999999,1.0,2.0,60.0,65.0,7
9.0,10.0,5.0,6.0,75.0,80.0,211
11.0,12.000000099999999,8.0,9.0,85.0,90.0,6
8.0,9.0,8.0,9.0,20.0,25.0,120
9.0,10.0,15.0,16.0,40.0,45.0,54
11.0,12.000000099999999,3.0,4.0,70.0,75.0,6
7.0,8.0,11.0,12.0,30.0,35.0,41
7.0,8.0,1.0,2.0,90.0,95.0,1
9.0,10.0,6.0,7.0,35.0,40.0,134
9.0,10.0,3.0,4.0,20.0,25.0,41
11.0,12.000000099999999,10.0,11.0,20.0,25.0,14
8.0,9.0,2.0,3.0,20.0,25.0,9
10.0,11.0,3.0,4.0,55.0,60.0,47
7.0,8.0,12.0,13.0,60.0,65.0,12
6.0,7.0,13.0,14.0,55.0,60.0,13
7.0,8.0,8.0,9.0,30.0,35.0,16
11.0,12.000000099999999,7.0,8.0,40.0,45.0,19
9.0,10.0,14.0,15.0,75.0,80.0,82
2.0,3.0,14.0,15.0,35.0,40.0,1
4.0,5.0,9.0,10.0,55.0,60.0,5
11.0,12.000000099999999,1.0,2.0,70.0,75.0,2
10.0,11.0,9.0,10.0,50.0,55.0,2337
11.0,12.000000099999999,4.0,5.0,25.0,30.0,1
6.0,7.0,14.0,15.0,45.0,50.0,15
6.0,7.0,9.0,10.0,75.0,80.0,13
7.0,8.0,13.0,14.0,60.0,65.0,30
6.0,7.0,14.0,15.0,60.0,65.0,6
0.0,1.0,15.0,16.0,50.0,55.0,11
11.0,12.000000099999999,3.0,4.0,80.0,85.0,6
10.0,11.0,5.0,6.0,85.0,90.0,24
0.0,1.0,4.0,5.0,20.0,25.0,33
0.0,1.0,1.0,2.0,15.0,20.0,17
10.0,11.0,4.0,5.0,55.0,60.0,135
9.0,10.0,1.0,2.0,60.0,65.0,67
7.0,8.0,8.0,9.0,65.0,70.0,12
8.0,9.0,1.0,2.0,15.0,20.0,8
11.0,12.000000099999999,5.0,6.0,75.0,80.0,9
7.0,8.0,11.0,12.0,90.0,95.0,1
5.0,6.0,5.0,6.0,25.0,30.0,5
9.0,10.0,10.0,11.0,15.0,20.0,214
7.0,8.0,11.0,12.0,20.0,25.0,716
11.0,12.000000099999999,12.0,13.0,30.0,35.0,141
11.0,12.000000099999999,16.0,17.000000100000001,70.0,75.0,71
11.0,12.000000099999999,4.0,5.0,50.0,55.0,11
10.0,11.0,8.0,9.0,55.0,60.0,182
6.0,7.0,5.0,6.0,35.0,40.0,6
9.0,10.0,16.0,17.000000100000001,50.0,55.0,30
8.0,9.0,2.0,3.0,30.0,35.0,8
10.0,11.0,14.0,15.0,85.0,90.0,48
0.0,1.0,7.0,8.0,20.0,25.0,108
11.0,12.000000099999999,14.0,15.0,90.0,95.0,8
1.0,2.0,11.0,12.0,40.0,45.0,3
9.0,10.0,11.0,12.0,30.0,35.0,653
11.0,12.000000099999999,14.0,15.0,45.0,50.0,1204
0.0,1.0,10.0,11.0,75.0,80.0,15
7.0,8.0,13.0,14.0,45.0,50.0,70
10.0,11.0,1.0,2.0,20.0,25.0,12
8.0,9.0,11.0,12.0,40.0,45.0,193
11.0,12.000000099999999,8.0,9.0,60.0,65.0,19
6.0,7.0,6.0,7.0,15.0,20.0,36
11.0,12.000000099999999,16.0,17.000000100000001,30.0,35.0,137
9.0,10.0,4.0,5.0,20.0,25.0,46
5.0,6.0,10.0,11.0,70.0,75.0,1
0.0,1.0,5.0,6.0,20.0,25.0,64
5.0,6.0,14.0,15.0,35.0,40.0,5
0.0,1.0,13.0,14.0,55.0,60.0,133
9.0,10.0,10.0,11.0,65.0,70.0,190
11.0,12.000000099999999,5.0,6.0,70.0,75.0,9
11.0,12.000000099999999,14.0,15.0,65.0,70.0,190
4.0,5.0,13.0,14.0,75.0,80.0,1
6.0,7.0,3.0,4.0,35.0,40.0,2
8.0,9.0,9.0,10.0,45.0,50.0,456
10.0,11.0,10.0,11.0,75.0,80.0,136
1.0,2.0,13.0,14.0,65.0,70.0,1
6.0,7.0,14.0,15.0,25.0,30.0,8
11.0,12.000000099999999,5.0,6.0,25.0,30.0,4
10.0,11.0,7.0,8.0,50.0,55.0,89
11.0,12.000000099999999,15.0,16.0,75.0,80.0,53
8.0,9.0,16.0,17.000000100000001,60.0,65.0,8
8.0,9.0,1.0,2.0,35.0,40.0,48
5.0,6.0,8.0,9.0,70.0,75.0,1
9.0,10.0,10.0,11.0,35.0,40.0,359
8.0,9.0,6.0,7.0,30.0,35.0,55
9.0,10.0,3.0,4.0,75.0,80.0,84
11.0,12.000000099999999,3.0,4.0,90.0,95.0,1
9.0,10.0,3.0,4.0,60.0,65.0,79
4.0,5.0,4.0,5.0,45.0,50.0,1
9.0,10.0,15.0,16.0,45.0,50.0,53
5.0,6.0,5.0,6.0,45.0,50.0,1
2.0,3.0,11.0,12.0,70.0,75.0,1
11.0,12.000000099999999,6.0,7.0,85.0,90.0,4
0.0,1.0,4.0,5.0,15.0,20.0,24
6.0,7.0,6.0,7.0,20.0,25.0,13
7.0,8.0,3.0,4.0,55.0,60.0,6
11.0,12.000000099999999,9.0,10.0,20.0,25.0,23
11.0,12.000000099999999,2.0,3.0,70.0,75.0,1
8.0,9.0,4.0,5.0,15.0,20.0,19
6.0,7.0,2.0,3.0,15.0,20.0,2
9.0,10.0,5.0,6.0,25.0,30.0,101
3.0,4.0,15.0,16.0,60.0,65.0,1
0.0,1.0,5.0,6.0,30.0,35.0,52
11.0,12.000000099999999,13.0,14.0,60.0,65.0,434
9.0,10.0,6.0,7.0,80.0,85.0,194
8.0,9.0,14.0,15.0,80.0,85.0,29
6.0,7.0,8.0,9.0,55.0,60.0,3
9.0,10.0,13.0,14.0,50.0,55.0,502
8.0,9.0,11.0,12.0,70.0,75.0,170
10.0,11.0,9.0,10.0,65.0,70.0,1042
10.0,11.0,11.0,12.0,25.0,30.0,1271
10.0,11.0,2.0,3.0,85.0,90.0,1
9.0,10.0,10.0,11.0,30.0,35.0,389
10.0,11.0,15.0,16.0,55.0,60.0,115
10.0,11.0,12.0,13.0,65.0,70.0,181
10.0,11.0,15.0,16.0,85.0,90.0,26
7.0,8.0,12.0,13.0,30.0,35.0,37
10.0,11.0,1.0,2.0,80.0,85.0,11
8.0,9.0,1.0,2.0,80.0,85.0,69
4.0,5.0,7.0,8.0,60.0,65.0,1
0.0,1.0,8.0,9.0,15.0,20.0,151
6.0,7.0,1.0,2.0,25.0,30.0,1
11.0,12.000000099999999,12.0,13.0,90.0,95.0,3
3.0,4.0,8.0,9.0,50.0,55.0,2
1.0,2.0,13.0,14.0,40.0,45.0,1
8.0,9.0,8.0,9.0,15.0,20.0,175
