income_bound_l,income_bound_r,educ_bound_l,educ_bound_r,age_bound_l,age_bound_r,value
5.0,6.0,4.0,5.0,30.0,35.0,2.253774151143805
6.0,7.0,1.0,2.0,55.0,60.0,7.707622246606045
6.0,7.0,11.0,12.0,45.0,50.0,15.842936279145157
10.0,11.0,12.0,13.0,85.0,90.0,33.07990249560422
0.0,1.0,2.0,3.0,50.0,55.0,19.408532174546853
6.0,7.0,7.0,8.0,80.0,85.0,4.347196330598013
4.0,5.0,13.0,14.0,20.0,25.0,8.991697348742408
3.0,4.0,4.0,5.0,40.0,45.0,0.5347179934057322
4.0,5.0,5.0,6.0,55.0,60.0,1.1496041611586822
3.0,4.0,13.0,14.0,40.0,45.0,0.6076410820798894
6.0,7.0,11.0,12.0,85.0,90.0,1.0240741829505697
6.0,7.0,8.0,9.0,90.0,95.0,-0.011150871952636754
6.0,7.0,2.0,3.0,25.0,30.0,-0.1234781611244058
9.0,10.0,4.0,5.0,25.0,30.0,77.67819260967558
6.0,7.0,3.0,4.0,40.0,45.0,-1.227901693858751
3.0,4.0,9.0,10.0,40.0,45.0,-0.5764167883401825
0.0,1.0,14.0,15.0,90.0,95.0,3.3807621997388524
0.0,1.0,10.0,11.0,65.0,70.0,18.261643750337768
10.0,11.0,16.0,17.000000100000001,60.0,65.0,78.45113930988624
11.0,12.000000099999999,12.0,13.0,20.0,25.0,4.430868506207727
10.0,11.0,16.0,17.000000100000001,45.0,50.0,145.2900956802556
0.0,1.0,9.0,10.0,60.0,65.0,374.36113415154296
2.0,3.0,11.0,12.0,15.0,20.0,0.5394272051009901
2.0,3.0,9.0,10.0,55.0,60.0,4.11899798670121
5.0,6.0,13.0,14.0,45.0,50.0,8.384012233032506
10.0,11.0,12.0,13.0,20.0,25.0,255.1440952522661
0.0,1.0,3.0,4.0,65.0,70.0,19.491903487590214
4.0,5.0,1.0,2.0,25.0,30.0,-2.0688500446835687
7.0,8.0,16.0,17.000000100000001,35.0,40.0,7.52874001079318
10.0,11.0,11.0,12.0,15.0,20.0,25.27406429890712
1.0,2.0,14.0,15.0,45.0,50.0,-3.3380615521664634
0.0,1.0,13.0,14.0,45.0,50.0,236.48433046073566
10.0,11.0,15.0,16.0,45.0,50.0,203.97148002898868
11.0,12.000000099999999,11.0,12.0,15.0,20.0,14.88739857628366
7.0,8.0,15.0,16.0,50.0,55.0,2.8176930965939313
8.0,9.0,7.0,8.0,35.0,40.0,67.32659145676713
10.0,11.0,13.0,14.0,65.0,70.0,520.333752104186
11.0,12.000000099999999,15.0,16.0,25.0,30.0,75.93121562641701
11.0,12.000000099999999,6.0,7.0,40.0,45.0,16.68920377527625
8.0,9.0,14.0,15.0,20.0,25.0,33.1453267331184
11.0,12.000000099999999,13.0,14.0,90.0,95.0,20.049175745085563
2.0,3.0,5.0,6.0,35.0,40.0,-1.0531155306706417
11.0,12.000000099999999,16.0,17.000000100000001,45.0,50.0,293.0268399267655
6.0,7.0,7.0,8.0,30.0,35.0,5.370566263999674
6.0,7.0,3.0,4.0,60.0,65.0,6.165921775700927
5.0,6.0,11.0,12.0,20.0,25.0,53.23058700343408
6.0,7.0,7.0,8.0,35.0,40.0,8.877118519525583
0.0,1.0,13.0,14.0,85.0,90.0,19.19289401833367
9.0,10.0,14.0,15.0,40.0,45.0,232.24882573542192
10.0,11.0,5.0,6.0,90.0,95.0,6.1569467763843395
6.0,7.0,16.0,17.000000100000001,70.0,75.0,-2.2936600880454203
1.0,2.0,14.0,15.0,35.0,40.0,-0.4263547045877445
6.0,7.0,9.0,10.0,20.0,25.0,107.92118223460437
3.0,4.0,9.0,10.0,35.0,40.0,1.7313843538627844
10.0,11.0,2.0,3.0,55.0,60.0,49.97010336211348
8.0,9.0,12.0,13.0,25.0,30.0,105.19865820989907
5.0,6.0,9.0,10.0,15.0,20.0,32.5861579060427
5.0,6.0,8.0,9.0,55.0,60.0,8.583975592329555
8.0,9.0,7.0,8.0,45.0,50.0,48.6208317849086
6.0,7.0,16.0,17.000000100000001,35.0,40.0,5.560639089446685
8.0,9.0,2.0,3.0,80.0,85.0,27.96548057655026
7.0,8.0,16.0,17.000000100000001,40.0,45.0,-1.3964762584285952
3.0,4.0,14.0,15.0,45.0,50.0,-1.5613700430756356
9.0,10.0,1.0,2.0,55.0,60.0,68.75165405355997
6.0,7.0,7.0,8.0,20.0,25.0,8.029693148394289
4.0,5.0,10.0,11.0,15.0,20.0,-5.891381335425288
9.0,10.0,6.0,7.0,65.0,70.0,211.36660487715773
9.0,10.0,5.0,6.0,90.0,95.0,66.89192522877397
8.0,9.0,16.0,17.000000100000001,65.0,70.0,15.582156718543102
7.0,8.0,4.0,5.0,75.0,80.0,8.781386919513519
8.0,9.0,1.0,2.0,20.0,25.0,27.134739623705393
0.0,1.0,4.0,5.0,80.0,85.0,40.39880194071844
8.0,9.0,9.0,10.0,55.0,60.0,362.88937853477705
10.0,11.0,16.0,17.000000100000001,20.0,25.0,3.2534069774307857
11.0,12.000000099999999,4.0,5.0,60.0,65.0,17.81988487674305
7.0,8.0,11.0,12.0,70.0,75.0,11.765322671097106
7.0,8.0,14.0,15.0,40.0,45.0,27.84304069001474
7.0,8.0,12.0,13.0,40.0,45.0,34.29005654863023
9.0,10.0,9.0,10.0,65.0,70.0,1450.0527472548695
9.0,10.0,3.0,4.0,45.0,50.0,62.230521713139424
0.0,1.0,10.0,11.0,70.0,75.0,16.214639278096403
6.0,7.0,13.0,14.0,60.0,65.0,11.453500523582525
3.0,4.0,9.0,10.0,45.0,50.0,3.496397663849354
8.0,9.0,12.0,13.0,40.0,45.0,146.06253022427782
10.0,11.0,13.0,14.0,80.0,85.0,225.70877890146224
9.0,10.0,12.0,13.0,50.0,55.0,307.55440309617575
3.0,4.0,9.0,10.0,30.0,35.0,8.93519295581024
6.0,7.0,5.0,6.0,60.0,65.0,4.51260862270064
0.0,1.0,3.0,4.0,55.0,60.0,26.711814375613805
7.0,8.0,8.0,9.0,45.0,50.0,15.99861352761964
10.0,11.0,2.0,3.0,40.0,45.0,19.70023695167024
4.0,5.0,14.0,15.0,40.0,45.0,-5.524083641636687
8.0,9.0,14.0,15.0,45.0,50.0,90.60875453529111
10.0,11.0,12.0,13.0,30.0,35.0,1091.7818036577034
2.0,3.0,12.0,13.0,40.0,45.0,3.999195261619156
10.0,11.0,11.0,12.0,80.0,85.0,194.3027094143346
9.0,10.0,16.0,17.000000100000001,60.0,65.0,3.633588349495593
7.0,8.0,1.0,2.0,25.0,30.0,7.756751578898752
8.0,9.0,6.0,7.0,25.0,30.0,58.95557416335581
9.0,10.0,4.0,5.0,80.0,85.0,316.2763287251305
8.0,9.0,1.0,2.0,30.0,35.0,51.30190210764668
6.0,7.0,14.0,15.0,20.0,25.0,5.146846194387767
7.0,8.0,11.0,12.0,45.0,50.0,40.78144653181216
8.0,9.0,16.0,17.000000100000001,40.0,45.0,6.518586304492805
5.0,6.0,9.0,10.0,30.0,35.0,22.51950639981529
5.0,6.0,12.0,13.0,15.0,20.0,-1.0970635348447222
5.0,6.0,13.0,14.0,50.0,55.0,7.318632164300082
6.0,7.0,2.0,3.0,20.0,25.0,1.2225405209683715
5.0,6.0,8.0,9.0,20.0,25.0,6.549708772282793
9.0,10.0,3.0,4.0,40.0,45.0,68.01628443963244
8.0,9.0,6.0,7.0,15.0,20.0,102.60763651896525
0.0,1.0,6.0,7.0,85.0,90.0,4.431009376743076
0.0,1.0,8.0,9.0,25.0,30.0,60.17884519606338
7.0,8.0,3.0,4.0,25.0,30.0,1.9584439926811705
0.0,1.0,16.0,17.000000100000001,20.0,25.0,2.591534334196078
5.0,6.0,6.0,7.0,50.0,55.0,6.736120422560358
5.0,6.0,13.0,14.0,30.0,35.0,16.23883273213107
7.0,8.0,6.0,7.0,80.0,85.0,12.64924720889363
11.0,12.000000099999999,14.0,15.0,30.0,35.0,704.8694972220579
9.0,10.0,4.0,5.0,55.0,60.0,120.45685194652108
3.0,4.0,7.0,8.0,15.0,20.0,1.6906932174002716
7.0,8.0,10.0,11.0,40.0,45.0,19.092609428260026
6.0,7.0,3.0,4.0,25.0,30.0,-0.979605217614691
7.0,8.0,6.0,7.0,70.0,75.0,6.761836847090729
9.0,10.0,8.0,9.0,50.0,55.0,154.54440459193003
7.0,8.0,7.0,8.0,45.0,50.0,7.675496083379368
8.0,9.0,12.0,13.0,55.0,60.0,78.55018054731897
9.0,10.0,9.0,10.0,40.0,45.0,1608.1155121764311
0.0,1.0,15.0,16.0,40.0,45.0,31.01065177975317
8.0,9.0,1.0,2.0,70.0,75.0,99.29642276305066
8.0,9.0,5.0,6.0,40.0,45.0,64.28639691968526
10.0,11.0,14.0,15.0,75.0,80.0,177.36975184008196
8.0,9.0,9.0,10.0,60.0,65.0,492.2032887352966
10.0,11.0,14.0,15.0,30.0,35.0,1109.335759188282
8.0,9.0,13.0,14.0,70.0,75.0,122.35787846761767
7.0,8.0,9.0,10.0,35.0,40.0,126.1580375420571
5.0,6.0,4.0,5.0,45.0,50.0,3.302770266581894
5.0,6.0,8.0,9.0,30.0,35.0,-11.414823718840779
0.0,1.0,16.0,17.000000100000001,35.0,40.0,9.568774246310088
4.0,5.0,8.0,9.0,15.0,20.0,3.3983918796973427
2.0,3.0,8.0,9.0,40.0,45.0,1.8236174270678105
1.0,2.0,1.0,2.0,25.0,30.0,6.919456106687523
9.0,10.0,8.0,9.0,25.0,30.0,199.20059441827468
11.0,12.000000099999999,7.0,8.0,70.0,75.0,11.595276637999582
7.0,8.0,9.0,10.0,85.0,90.0,14.464321143008435
8.0,9.0,6.0,7.0,45.0,50.0,44.55911064088668
5.0,6.0,16.0,17.000000100000001,35.0,40.0,1.2490472211843069
0.0,1.0,7.0,8.0,55.0,60.0,37.62917878523406
6.0,7.0,14.0,15.0,70.0,75.0,1.527798881078517
8.0,9.0,11.0,12.0,25.0,30.0,220.26514590760667
11.0,12.000000099999999,11.0,12.0,85.0,90.0,24.0176022305277
5.0,6.0,5.0,6.0,60.0,65.0,1.1433941360241993
9.0,10.0,5.0,6.0,85.0,90.0,128.25712903933976
4.0,5.0,13.0,14.0,85.0,90.0,0.3515070907028782
10.0,11.0,4.0,5.0,30.0,35.0,67.58370535030109
7.0,8.0,6.0,7.0,60.0,65.0,15.525721836631629
9.0,10.0,3.0,4.0,70.0,75.0,95.30005478451098
6.0,7.0,6.0,7.0,85.0,90.0,-2.3185661942214284
7.0,8.0,3.0,4.0,45.0,50.0,4.548381216354547
0.0,1.0,12.0,13.0,45.0,50.0,119.3324825570891
9.0,10.0,16.0,17.000000100000001,55.0,60.0,30.000452207681327
0.0,1.0,12.0,13.0,60.0,65.0,40.12550840314937
7.0,8.0,16.0,17.000000100000001,50.0,55.0,-0.12622686012400508
7.0,8.0,15.0,16.0,25.0,30.0,5.781714182993975
11.0,12.000000099999999,8.0,9.0,30.0,35.0,22.842687980893093
4.0,5.0,10.0,11.0,35.0,40.0,2.9621229473023405
11.0,12.000000099999999,7.0,8.0,80.0,85.0,2.4865067016758546
7.0,8.0,3.0,4.0,50.0,55.0,7.160882287389962
10.0,11.0,11.0,12.0,85.0,90.0,96.65218179769963
9.0,10.0,6.0,7.0,85.0,90.0,105.53372693888629
7.0,8.0,10.0,11.0,65.0,70.0,8.255988688389607
8.0,9.0,15.0,16.0,40.0,45.0,25.33668197557449
8.0,9.0,12.0,13.0,85.0,90.0,21.854406903826543
9.0,10.0,10.0,11.0,20.0,25.0,504.36266574493226
9.0,10.0,8.0,9.0,75.0,80.0,209.99859288544914
0.0,1.0,7.0,8.0,30.0,35.0,64.21541895461809
9.0,10.0,10.0,11.0,50.0,55.0,254.98121657389913
10.0,11.0,12.0,13.0,80.0,85.0,47.0080723164656
0.0,1.0,15.0,16.0,35.0,40.0,30.58314831836082
0.0,1.0,1.0,2.0,25.0,30.0,33.21625673651136
5.0,6.0,9.0,10.0,20.0,25.0,24.282034456927025
8.0,9.0,6.0,7.0,35.0,40.0,55.81417624149915
8.0,9.0,3.0,4.0,20.0,25.0,18.775398849567168
6.0,7.0,9.0,10.0,90.0,95.0,0.7029884258424355
6.0,7.0,9.0,10.0,70.0,75.0,19.430441754652794
0.0,1.0,7.0,8.0,50.0,55.0,13.499921269805167
5.0,6.0,10.0,11.0,55.0,60.0,7.44334719610603
10.0,11.0,10.0,11.0,20.0,25.0,266.28641009136715
11.0,12.000000099999999,6.0,7.0,30.0,35.0,11.49724847987222
7.0,8.0,13.0,14.0,50.0,55.0,40.478431645539956
7.0,8.0,9.0,10.0,55.0,60.0,70.55471895450704
10.0,11.0,4.0,5.0,25.0,30.0,43.983481939913496
9.0,10.0,9.0,10.0,15.0,20.0,620.7549993057119
7.0,8.0,2.0,3.0,60.0,65.0,0.9139938882599878
10.0,11.0,13.0,14.0,30.0,35.0,3147.309013254843
11.0,12.000000099999999,8.0,9.0,75.0,80.0,6.6506307481355735
9.0,10.0,12.0,13.0,90.0,95.0,24.624408625985122
11.0,12.000000099999999,5.0,6.0,40.0,45.0,13.354997786097664
7.0,8.0,11.0,12.0,55.0,60.0,32.08349891971352
9.0,10.0,9.0,10.0,30.0,35.0,1590.1839651701398
11.0,12.000000099999999,12.0,13.0,50.0,55.0,318.1026509685066
0.0,1.0,10.0,11.0,15.0,20.0,227.53586625413297
6.0,7.0,13.0,14.0,35.0,40.0,41.767837929345454
11.0,12.000000099999999,6.0,7.0,50.0,55.0,20.373390766599293
11.0,12.000000099999999,13.0,14.0,80.0,85.0,75.96648111004343
4.0,5.0,5.0,6.0,25.0,30.0,3.10535063693018
8.0,9.0,10.0,11.0,15.0,20.0,606.3098296954448
0.0,1.0,9.0,10.0,75.0,80.0,169.19274012235317
11.0,12.000000099999999,3.0,4.0,45.0,50.0,9.168467245317172
5.0,6.0,7.0,8.0,55.0,60.0,1.925141708791967
6.0,7.0,4.0,5.0,80.0,85.0,1.2277177687488638
7.0,8.0,15.0,16.0,60.0,65.0,1.910882214349277
7.0,8.0,7.0,8.0,70.0,75.0,9.5160242266917
8.0,9.0,9.0,10.0,75.0,80.0,709.9546991818645
8.0,9.0,16.0,17.000000100000001,50.0,55.0,11.363401879962275
10.0,11.0,4.0,5.0,35.0,40.0,71.42036401060348
8.0,9.0,15.0,16.0,35.0,40.0,6.088789581656804
6.0,7.0,1.0,2.0,65.0,70.0,2.1449450981549245
0.0,1.0,12.0,13.0,75.0,80.0,5.07308315389026
1.0,2.0,13.0,14.0,20.0,25.0,1.6626984241814542
0.0,1.0,5.0,6.0,55.0,60.0,28.36120921295354
7.0,8.0,9.0,10.0,50.0,55.0,76.67518140977226
5.0,6.0,5.0,6.0,75.0,80.0,1.5630890465117857
8.0,9.0,1.0,2.0,45.0,50.0,57.68842558913986
1.0,2.0,12.0,13.0,40.0,45.0,0.7271624857455525
7.0,8.0,7.0,8.0,75.0,80.0,5.475920430389501
7.0,8.0,10.0,11.0,15.0,20.0,411.36467213710165
0.0,1.0,3.0,4.0,50.0,55.0,30.567528981354094
6.0,7.0,12.0,13.0,25.0,30.0,6.858993194881515
9.0,10.0,14.0,15.0,80.0,85.0,64.38271535238101
9.0,10.0,2.0,3.0,35.0,40.0,15.260967846216648
9.0,10.0,3.0,4.0,25.0,30.0,34.770177928043324
8.0,9.0,13.0,14.0,60.0,65.0,103.12534021825455
6.0,7.0,5.0,6.0,20.0,25.0,10.836991280275948
0.0,1.0,9.0,10.0,80.0,85.0,136.66928923033979
11.0,12.000000099999999,7.0,8.0,55.0,60.0,4.786530372639727
8.0,9.0,10.0,11.0,35.0,40.0,129.10984695997675
6.0,7.0,4.0,5.0,30.0,35.0,4.656202367352394
7.0,8.0,1.0,2.0,20.0,25.0,5.518420277692246
9.0,10.0,12.0,13.0,15.0,20.0,7.230879098655408
8.0,9.0,15.0,16.0,45.0,50.0,20.272576457952347
4.0,5.0,5.0,6.0,45.0,50.0,0.09988219174607194
6.0,7.0,15.0,16.0,65.0,70.0,4.153467759934962
10.0,11.0,8.0,9.0,30.0,35.0,240.2315705139129
6.0,7.0,4.0,5.0,70.0,75.0,3.2051234982343297
5.0,6.0,2.0,3.0,50.0,55.0,3.0237126886839683
10.0,11.0,8.0,9.0,85.0,90.0,30.363565238754987
9.0,10.0,11.0,12.0,80.0,85.0,270.09110092089287
8.0,9.0,5.0,6.0,25.0,30.0,43.66159612159967
10.0,11.0,16.0,17.000000100000001,85.0,90.0,8.296461090157118
5.0,6.0,1.0,2.0,40.0,45.0,3.5112191169994844
4.0,5.0,14.0,15.0,60.0,65.0,0.6118424798430682
8.0,9.0,6.0,7.0,80.0,85.0,78.50482134783732
8.0,9.0,12.0,13.0,75.0,80.0,52.812255402730834
10.0,11.0,11.0,12.0,55.0,60.0,796.8160536763955
10.0,11.0,6.0,7.0,15.0,20.0,2.3871616089997003
1.0,2.0,7.0,8.0,15.0,20.0,2.6183880412302134
3.0,4.0,9.0,10.0,20.0,25.0,-1.765528516796885
10.0,11.0,14.0,15.0,80.0,85.0,129.35350538039074
9.0,10.0,9.0,10.0,80.0,85.0,1257.7144524419505
9.0,10.0,14.0,15.0,35.0,40.0,235.9472353708516
8.0,9.0,10.0,11.0,30.0,35.0,89.9491547426549
7.0,8.0,8.0,9.0,55.0,60.0,12.421061061499127
11.0,12.000000099999999,9.0,10.0,30.0,35.0,279.7611639620453
10.0,11.0,12.0,13.0,55.0,60.0,509.4642068973574
10.0,11.0,9.0,10.0,75.0,80.0,762.5889482195198
10.0,11.0,14.0,15.0,25.0,30.0,910.134560624494
11.0,12.000000099999999,15.0,16.0,50.0,55.0,419.3867082410973
5.0,6.0,6.0,7.0,15.0,20.0,12.579300233001202
11.0,12.000000099999999,16.0,17.000000100000001,40.0,45.0,222.4550178565113
11.0,12.000000099999999,3.0,4.0,85.0,90.0,2.813484087203962
0.0,1.0,1.0,2.0,40.0,45.0,32.56602602339274
7.0,8.0,12.0,13.0,20.0,25.0,24.03062898896721
0.0,1.0,13.0,14.0,40.0,45.0,382.1964860813009
4.0,5.0,10.0,11.0,20.0,25.0,1.5493479862970294
7.0,8.0,13.0,14.0,25.0,30.0,80.08185000635568
3.0,4.0,6.0,7.0,20.0,25.0,0.9404065226871354
8.0,9.0,12.0,13.0,60.0,65.0,73.99565157852857
10.0,11.0,2.0,3.0,25.0,30.0,3.748500828633644
9.0,10.0,1.0,2.0,50.0,55.0,95.07521169375539
9.0,10.0,11.0,12.0,35.0,40.0,664.0742321459829
10.0,11.0,16.0,17.000000100000001,35.0,40.0,148.11664321851995
6.0,7.0,13.0,14.0,30.0,35.0,36.978518193047336
0.0,1.0,2.0,3.0,25.0,30.0,11.874275625868659
5.0,6.0,6.0,7.0,65.0,70.0,4.7744659236568765
11.0,12.000000099999999,14.0,15.0,35.0,40.0,978.5995538607399
9.0,10.0,10.0,11.0,60.0,65.0,187.84071577766085
8.0,9.0,9.0,10.0,50.0,55.0,416.66210120146536
5.0,6.0,12.0,13.0,30.0,35.0,12.491048330832786
6.0,7.0,8.0,9.0,30.0,35.0,8.7156849446239
7.0,8.0,9.0,10.0,65.0,70.0,64.48955900023425
8.0,9.0,10.0,11.0,70.0,75.0,92.57530639437643
11.0,12.000000099999999,12.0,13.0,40.0,45.0,354.3324250927704
7.0,8.0,8.0,9.0,90.0,95.0,1.8865485330289606
6.0,7.0,5.0,6.0,45.0,50.0,9.356579352922529
9.0,10.0,8.0,9.0,80.0,85.0,169.44582701852664
4.0,5.0,12.0,13.0,50.0,55.0,-0.022674441423180314
6.0,7.0,15.0,16.0,70.0,75.0,1.8532252549333745
10.0,11.0,11.0,12.0,35.0,40.0,1639.76219589987
8.0,9.0,3.0,4.0,90.0,95.0,28.90629393277663
2.0,3.0,10.0,11.0,35.0,40.0,2.1812114049467803
6.0,7.0,6.0,7.0,65.0,70.0,4.611304613495806
10.0,11.0,12.0,13.0,40.0,45.0,1287.9753397866853
11.0,12.000000099999999,6.0,7.0,55.0,60.0,27.092567247721217
9.0,10.0,6.0,7.0,40.0,45.0,134.72625574369647
7.0,8.0,15.0,16.0,45.0,50.0,-0.407903712194988
9.0,10.0,16.0,17.000000100000001,25.0,30.0,30.660965599031407
3.0,4.0,13.0,14.0,70.0,75.0,-1.1243046783613941
5.0,6.0,3.0,4.0,40.0,45.0,2.2194802406092236
9.0,10.0,2.0,3.0,25.0,30.0,24.61499412644125
3.0,4.0,13.0,14.0,50.0,55.0,-0.4184705170988807
9.0,10.0,3.0,4.0,35.0,40.0,59.23512879907024
9.0,10.0,15.0,16.0,85.0,90.0,16.37226133780557
9.0,10.0,14.0,15.0,70.0,75.0,126.7260176854718
9.0,10.0,1.0,2.0,65.0,70.0,78.92032250164291
5.0,6.0,12.0,13.0,20.0,25.0,-6.177011079101331
4.0,5.0,9.0,10.0,15.0,20.0,5.660174502215694
7.0,8.0,9.0,10.0,75.0,80.0,74.98073728950425
11.0,12.000000099999999,14.0,15.0,85.0,90.0,13.475043009513605
7.0,8.0,12.0,13.0,70.0,75.0,15.168329536727658
9.0,10.0,13.0,14.0,65.0,70.0,306.3092232326136
8.0,9.0,11.0,12.0,45.0,50.0,180.26141352247762
6.0,7.0,12.0,13.0,20.0,25.0,13.499059676159503
9.0,10.0,8.0,9.0,55.0,60.0,157.02466212537024
6.0,7.0,11.0,12.0,15.0,20.0,83.9329587417813
5.0,6.0,11.0,12.0,90.0,95.0,2.6020686101094705
6.0,7.0,15.0,16.0,30.0,35.0,1.1384191337261491
9.0,10.0,9.0,10.0,85.0,90.0,721.7648380188475
10.0,11.0,13.0,14.0,25.0,30.0,3856.89654492148
5.0,6.0,8.0,9.0,50.0,55.0,-0.12732652863117022
3.0,4.0,14.0,15.0,85.0,90.0,3.262016396119289
9.0,10.0,7.0,8.0,40.0,45.0,129.1408878308241
9.0,10.0,12.0,13.0,70.0,75.0,151.81074171191474
5.0,6.0,7.0,8.0,50.0,55.0,-2.3442576371611015
0.0,1.0,13.0,14.0,15.0,20.0,8.492741954756474
7.0,8.0,5.0,6.0,40.0,45.0,3.777364807643158
7.0,8.0,4.0,5.0,40.0,45.0,8.94509787011729
6.0,7.0,15.0,16.0,20.0,25.0,2.6402260306403984
4.0,5.0,10.0,11.0,60.0,65.0,-0.12457856576862802
11.0,12.000000099999999,3.0,4.0,35.0,40.0,3.299998369837169
4.0,5.0,11.0,12.0,75.0,80.0,2.646174387440477
0.0,1.0,2.0,3.0,60.0,65.0,12.976892634477947
5.0,6.0,3.0,4.0,60.0,65.0,2.9025139308909607
6.0,7.0,5.0,6.0,40.0,45.0,7.3352388237369395
6.0,7.0,15.0,16.0,60.0,65.0,3.1122641330416134
10.0,11.0,10.0,11.0,40.0,45.0,839.2346323080818
10.0,11.0,8.0,9.0,40.0,45.0,290.5336734741747
5.0,6.0,13.0,14.0,20.0,25.0,1.361373637543232
9.0,10.0,14.0,15.0,65.0,70.0,143.2369610321333
5.0,6.0,9.0,10.0,75.0,80.0,4.839719304014512
0.0,1.0,11.0,12.0,55.0,60.0,139.27428667900173
10.0,11.0,9.0,10.0,85.0,90.0,271.8194210636398
8.0,9.0,8.0,9.0,55.0,60.0,72.32155233148791
0.0,1.0,10.0,11.0,50.0,55.0,63.92093593167921
10.0,11.0,4.0,5.0,45.0,50.0,94.78356602162461
0.0,1.0,8.0,9.0,70.0,75.0,22.090617083381364
5.0,6.0,7.0,8.0,30.0,35.0,-4.861476502398945
6.0,7.0,11.0,12.0,35.0,40.0,27.577683020879252
6.0,7.0,10.0,11.0,65.0,70.0,1.20911738033797
7.0,8.0,13.0,14.0,70.0,75.0,12.149887391382606
8.0,9.0,8.0,9.0,60.0,65.0,80.33050113396448
10.0,11.0,9.0,10.0,30.0,35.0,2846.979848049006
10.0,11.0,7.0,8.0,85.0,90.0,25.157752609536754
5.0,6.0,10.0,11.0,40.0,45.0,6.2517724204889245
0.0,1.0,10.0,11.0,30.0,35.0,111.91301304560274
9.0,10.0,7.0,8.0,35.0,40.0,138.4565844560388
4.0,5.0,8.0,9.0,55.0,60.0,1.2756216319045808
9.0,10.0,13.0,14.0,45.0,50.0,572.1353272488801
10.0,11.0,7.0,8.0,45.0,50.0,99.0089925472242
9.0,10.0,14.0,15.0,20.0,25.0,82.21319139235922
6.0,7.0,5.0,6.0,85.0,90.0,1.1593995408260738
7.0,8.0,5.0,6.0,35.0,40.0,12.393374489256075
0.0,1.0,2.0,3.0,80.0,85.0,3.720237974351094
7.0,8.0,1.0,2.0,60.0,65.0,9.834250832689133
11.0,12.000000099999999,2.0,3.0,40.0,45.0,6.0883874778233675
6.0,7.0,11.0,12.0,50.0,55.0,13.929024510416777
11.0,12.000000099999999,4.0,5.0,90.0,95.0,1.8443297448169351
7.0,8.0,14.0,15.0,65.0,70.0,7.690631375062442
7.0,8.0,2.0,3.0,35.0,40.0,11.167081864530918
6.0,7.0,13.0,14.0,80.0,85.0,1.0320687886735715
11.0,12.000000099999999,14.0,15.0,80.0,85.0,34.97364686241845
0.0,1.0,1.0,2.0,20.0,25.0,28.0998203174901
10.0,11.0,8.0,9.0,65.0,70.0,94.53441997488194
0.0,1.0,11.0,12.0,70.0,75.0,33.86614082752172
0.0,1.0,2.0,3.0,55.0,60.0,19.26481399679573
8.0,9.0,16.0,17.000000100000001,30.0,35.0,8.427751694218742
8.0,9.0,12.0,13.0,90.0,95.0,13.683045170792688
10.0,11.0,9.0,10.0,55.0,60.0,1989.7333297900218
0.0,1.0,16.0,17.000000100000001,80.0,85.0,7.754848825888658
6.0,7.0,11.0,12.0,80.0,85.0,1.6192678768517585
0.0,1.0,6.0,7.0,50.0,55.0,46.573236233817426
5.0,6.0,3.0,4.0,15.0,20.0,3.838112712198
9.0,10.0,7.0,8.0,45.0,50.0,85.23540116419382
10.0,11.0,7.0,8.0,80.0,85.0,38.87543584990729
11.0,12.000000099999999,12.0,13.0,55.0,60.0,157.9168141905429
9.0,10.0,2.0,3.0,80.0,85.0,28.33740731784757
10.0,11.0,3.0,4.0,70.0,75.0,27.910371978106447
0.0,1.0,4.0,5.0,65.0,70.0,33.18716115328458
8.0,9.0,9.0,10.0,20.0,25.0,862.6338892853706
0.0,1.0,13.0,14.0,80.0,85.0,26.53195036521238
11.0,12.000000099999999,2.0,3.0,85.0,90.0,3.8967227940491544
11.0,12.000000099999999,1.0,2.0,65.0,70.0,7.118456506480641
7.0,8.0,13.0,14.0,20.0,25.0,165.92841177213086
8.0,9.0,14.0,15.0,30.0,35.0,88.56810003615283
11.0,12.000000099999999,9.0,10.0,80.0,85.0,78.8772315710539
5.0,6.0,10.0,11.0,15.0,20.0,40.79328916867728
8.0,9.0,13.0,14.0,30.0,35.0,238.63931761063873
9.0,10.0,7.0,8.0,30.0,35.0,118.601268800182
11.0,12.000000099999999,13.0,14.0,30.0,35.0,1472.4206467919112
0.0,1.0,7.0,8.0,25.0,30.0,50.050301757661536
0.0,1.0,6.0,7.0,25.0,30.0,52.11390273016079
9.0,10.0,1.0,2.0,20.0,25.0,42.816445938554025
9.0,10.0,9.0,10.0,55.0,60.0,1107.3182181145778
6.0,7.0,4.0,5.0,60.0,65.0,11.10249484622195
8.0,9.0,9.0,10.0,25.0,30.0,456.08059925585695
7.0,8.0,11.0,12.0,15.0,20.0,265.5867830615053
0.0,1.0,5.0,6.0,50.0,55.0,32.70008407491811
0.0,1.0,2.0,3.0,30.0,35.0,-2.96567021028231
0.0,1.0,16.0,17.000000100000001,75.0,80.0,3.4794436593962397
5.0,6.0,7.0,8.0,15.0,20.0,27.75313774526252
10.0,11.0,15.0,16.0,30.0,35.0,296.11500670004875
7.0,8.0,4.0,5.0,15.0,20.0,12.516229484957096
9.0,10.0,14.0,15.0,45.0,50.0,241.7417726351972
8.0,9.0,13.0,14.0,65.0,70.0,139.66962315152492
9.0,10.0,14.0,15.0,60.0,65.0,111.03159823502088
