puma,fips,militaryservice,divorced,age,married,disability,latino,sex,serialno.household,state,black,asian,X,income,employed,educ,jpumarow,englishability,children,uscitizen
1103.755646976636,13121.0,0.12823100209578514,0.0648140960956299,42.54036326942482,0.45175813087013894,0.21532251804703872,0.05254987192424125,0.527361639369712,4979587.119614997,13.0,0.4234262206007917,0.0321353721959171,537.7556469766358,39377.50943103315,0.6280757587518435,10.608553908251183,13.755646976635877,1.8376154622370566,0.1579989132965924,0.9256772490879454
