defense_type,defense_factor,successes,false_positives,false_negatives,success_rate,root_mse
2.0,8.0,60.899999999999999,2.5,36.600000000000001,0.60899999999999999,11.174565668989473
2.0,9.0,58.799999999999997,2.8999999999999999,38.299999999999997,0.58800000000000008,12.439806677944325
2.0,10.0,61.799999999999997,2.6000000000000001,35.600000000000001,0.61799999999999999,13.990565032782772
2.0,11.0,60.700000000000003,2.7000000000000002,36.600000000000001,0.60699999999999998,15.592832307262054
2.0,12.0,57.399999999999999,2.8999999999999999,39.700000000000003,0.57399999999999995,17.372696910182519
2.0,13.0,56.399999999999999,3.1000000000000001,40.5,0.56400000000000006,18.48707511462997
2.0,14.0,56.799999999999997,3.2999999999999998,39.899999999999999,0.56800000000000006,19.75536631243083
2.0,15.0,56.399999999999999,3.7000000000000002,39.899999999999999,0.56399999999999995,21.579278603517917
2.0,16.0,55.299999999999997,3.6000000000000001,41.100000000000001,0.55300000000000005,22.673122357287959
2.0,17.0,58.600000000000001,3.0,38.399999999999999,0.58600000000000008,23.979694458838043
2.0,18.0,54.799999999999997,3.2999999999999998,41.899999999999999,0.54799999999999993,25.763657634926137
2.0,19.0,54.299999999999997,3.2000000000000002,42.5,0.54300000000000004,26.555233379312323
2.0,20.0,54.399999999999999,3.2999999999999998,42.299999999999997,0.54400000000000004,28.396681462054538
2.0,21.0,55.899999999999999,3.2000000000000002,40.899999999999999,0.55899999999999994,29.461322944084106
2.0,22.0,53.899999999999999,3.2000000000000002,42.899999999999999,0.53899999999999992,32.383964056316294
2.0,23.0,54.399999999999999,3.3999999999999999,42.200000000000003,0.54400000000000004,32.18727072093067
2.0,24.0,54.5,3.5,42.0,0.54499999999999993,33.964602352017067
2.0,25.0,52.399999999999999,3.3999999999999999,44.200000000000003,0.52400000000000002,35.158501609370852
2.0,26.0,53.700000000000003,2.6000000000000001,43.700000000000003,0.53700000000000014,37.256470364360339
2.0,27.0,53.799999999999997,2.2999999999999998,43.899999999999999,0.53800000000000003,37.657844318494817
2.0,28.0,55.299999999999997,2.7000000000000002,42.0,0.55300000000000005,38.810828425205578
2.0,29.0,53.299999999999997,3.3999999999999999,43.299999999999997,0.53300000000000003,41.828452373130389
2.0,30.0,51.399999999999999,3.2000000000000002,45.399999999999999,0.51400000000000001,42.133897354107674
2.0,31.0,52.600000000000001,3.0,44.399999999999999,0.52600000000000002,43.396543154058271
2.0,32.0,51.5,3.5,45.0,0.5149999999999999,45.467552123729192
2.0,33.0,53.799999999999997,2.8999999999999999,43.299999999999997,0.53800000000000003,46.783947751200643
2.0,34.0,52.600000000000001,3.2000000000000002,44.200000000000003,0.52600000000000002,47.726566918248785
2.0,35.0,51.899999999999999,3.7000000000000002,44.399999999999999,0.51899999999999991,49.853107513063662
2.0,36.0,53.899999999999999,2.8999999999999999,43.200000000000003,0.53899999999999992,50.478777860964804
2.0,37.0,53.399999999999999,4.0,42.600000000000001,0.53400000000000003,52.024404719928057
2.0,38.0,52.799999999999997,3.7000000000000002,43.5,0.52800000000000014,53.802265234913378
2.0,39.0,52.899999999999999,3.1000000000000001,44.0,0.52900000000000003,55.482255353956234
2.0,40.0,54.5,3.0,42.5,0.54500000000000015,55.592470233842313
2.0,41.0,52.5,3.6000000000000001,43.899999999999999,0.52500000000000002,57.471138907346827
2.0,42.0,54.0,3.3999999999999999,42.600000000000001,0.53999999999999992,60.774015791479108
2.0,43.0,51.899999999999999,3.5,44.600000000000001,0.51900000000000013,60.650792000129421
2.0,44.0,52.0,3.0,45.0,0.51999999999999991,62.270751838078141
2.0,45.0,53.5,3.5,43.0,0.53499999999999992,63.627935619224274
2.0,46.0,53.799999999999997,3.3999999999999999,42.799999999999997,0.53800000000000003,62.95188693251756
2.0,47.0,52.799999999999997,3.8999999999999999,43.299999999999997,0.52800000000000014,66.113024678648031
2.0,48.0,51.899999999999999,3.6000000000000001,44.5,0.51900000000000002,67.008179141331524
2.0,49.0,51.100000000000001,3.2999999999999998,45.600000000000001,0.51100000000000001,70.200019785973268
2.0,50.0,51.799999999999997,2.8999999999999999,45.299999999999997,0.51800000000000002,70.308562937792701
2.0,51.0,52.600000000000001,3.3999999999999999,44.0,0.52600000000000002,71.955554389687933
2.0,52.0,50.799999999999997,4.0,45.200000000000003,0.5079999999999999,72.562663802468677
2.0,53.0,52.200000000000003,3.6000000000000001,44.200000000000003,0.52200000000000002,73.356777411802824
2.0,54.0,50.600000000000001,3.0,46.399999999999999,0.50600000000000001,77.08588521930173
2.0,55.0,52.399999999999999,3.5,44.100000000000001,0.52400000000000002,78.621201401876618
2.0,56.0,52.600000000000001,3.2000000000000002,44.200000000000003,0.52600000000000002,78.114463356315554
2.0,57.0,51.399999999999999,4.0,44.600000000000001,0.51400000000000001,80.515036375112786
2.0,58.0,51.600000000000001,3.3999999999999999,45.0,0.51600000000000013,83.929404286846903
2.0,59.0,50.600000000000001,4.0,45.399999999999999,0.50600000000000001,84.515567189507465
2.0,60.0,50.600000000000001,3.0,46.399999999999999,0.50600000000000001,84.52245048749522
2.0,61.0,51.200000000000003,3.2999999999999998,45.5,0.51200000000000001,84.210549311606741
2.0,62.0,49.799999999999997,3.7999999999999998,46.399999999999999,0.49800000000000005,86.892197761493875
2.0,63.0,50.299999999999997,3.5,46.200000000000003,0.503,90.155580924225461
2.0,64.0,51.299999999999997,3.5,45.200000000000003,0.5129999999999999,90.580446923735551
2.0,65.0,52.299999999999997,3.2999999999999998,44.399999999999999,0.52299999999999991,91.974644587796107
2.0,66.0,49.899999999999999,4.0999999999999996,46.0,0.49900000000000011,94.498966267217881
2.0,67.0,52.799999999999997,2.8999999999999999,44.299999999999997,0.52800000000000014,94.073558586021107
2.0,68.0,49.299999999999997,3.8999999999999999,46.799999999999997,0.49300000000000005,94.991027052853894
2.0,69.0,50.799999999999997,3.1000000000000001,46.100000000000001,0.50800000000000001,95.913631532421491
2.0,70.0,51.899999999999999,3.0,45.100000000000001,0.51900000000000002,100.71750583344731
2.0,71.0,52.100000000000001,3.1000000000000001,44.799999999999997,0.52100000000000002,97.47005089838261
2.0,72.0,51.0,3.2000000000000002,45.799999999999997,0.51000000000000001,104.62297525694257
2.0,73.0,50.700000000000003,3.1000000000000001,46.200000000000003,0.50700000000000001,103.27278789556753
2.0,74.0,50.200000000000003,3.2999999999999998,46.5,0.502,104.62959433365957
2.0,75.0,52.600000000000001,3.5,43.899999999999999,0.52600000000000002,105.16905257209251
2.0,76.0,52.200000000000003,3.1000000000000001,44.700000000000003,0.52200000000000002,104.95843340877445
2.0,77.0,52.399999999999999,2.8999999999999999,44.700000000000003,0.52400000000000002,112.09783391283929
2.0,78.0,50.299999999999997,3.7000000000000002,46.0,0.50299999999999989,110.82635049756701
2.0,79.0,51.299999999999997,3.3999999999999999,45.299999999999997,0.51300000000000012,112.70554993635805
2.0,80.0,49.899999999999999,3.6000000000000001,46.5,0.499,109.79232393784847
2.0,81.0,52.299999999999997,2.8999999999999999,44.799999999999997,0.52299999999999991,114.04887673144258
2.0,82.0,50.700000000000003,3.6000000000000001,45.700000000000003,0.50700000000000001,118.11186802467012
2.0,83.0,48.899999999999999,4.0999999999999996,47.0,0.48900000000000005,118.11873596776927
2.0,84.0,51.799999999999997,3.2000000000000002,45.0,0.51800000000000002,119.1395885956634
2.0,85.0,51.799999999999997,2.8999999999999999,45.299999999999997,0.51800000000000002,119.02942523842496
2.0,86.0,50.600000000000001,3.2000000000000002,46.200000000000003,0.50600000000000001,122.44444143965993
2.0,87.0,50.5,3.8999999999999999,45.600000000000001,0.505,123.58091238189272
2.0,88.0,50.600000000000001,3.2999999999999998,46.100000000000001,0.50600000000000001,123.84508538746347
2.0,89.0,51.600000000000001,3.7999999999999998,44.600000000000001,0.51600000000000001,124.66167220601417
2.0,90.0,50.5,3.1000000000000001,46.399999999999999,0.505,128.6904244781324
2.0,91.0,51.799999999999997,3.8999999999999999,44.299999999999997,0.51800000000000002,127.95393844743566
2.0,92.0,52.899999999999999,3.5,43.600000000000001,0.52900000000000003,127.2764818700781
2.0,93.0,50.5,3.3999999999999999,46.100000000000001,0.50500000000000012,129.67033971619668
2.0,94.0,48.799999999999997,3.6000000000000001,47.600000000000001,0.48799999999999999,134.82277594758563
2.0,95.0,52.299999999999997,3.1000000000000001,44.600000000000001,0.52299999999999991,135.11035752887511
2.0,96.0,51.0,3.0,46.0,0.51000000000000001,136.79583035977731
2.0,97.0,48.899999999999999,4.4000000000000004,46.700000000000003,0.48900000000000005,135.15706780545975
2.0,98.0,50.899999999999999,3.6000000000000001,45.5,0.50900000000000001,135.87030955118198
2.0,99.0,49.399999999999999,3.7999999999999998,46.799999999999997,0.49400000000000005,138.79320289099525
2.0,100.0,52.899999999999999,3.2999999999999998,43.799999999999997,0.52900000000000003,140.50848516961702
3.0,1.0,53.200000000000003,3.2999999999999998,43.5,0.53200000000000003,70.339562595970733
3.0,2.0,53.100000000000001,4.0,42.899999999999999,0.53099999999999992,49.541418941118955
3.0,3.0,53.200000000000003,3.7000000000000002,43.100000000000001,0.53200000000000003,40.121470873202021
3.0,4.0,51.5,4.5,44.0,0.5149999999999999,35.191165775006532
3.0,5.0,54.299999999999997,3.2000000000000002,42.5,0.54299999999999993,31.208587479521348
3.0,6.0,55.0,2.6000000000000001,42.399999999999999,0.55000000000000004,28.408426169316936
3.0,7.0,54.600000000000001,3.0,42.399999999999999,0.54600000000000004,25.892115947759986
3.0,8.0,57.100000000000001,2.3999999999999999,40.5,0.57100000000000006,24.066110289352849
3.0,9.0,55.600000000000001,2.7000000000000002,41.700000000000003,0.55599999999999994,22.898785986633882
3.0,10.0,56.799999999999997,2.7000000000000002,40.5,0.56800000000000006,20.64293600757301
3.0,11.0,56.799999999999997,3.0,40.200000000000003,0.56799999999999995,19.517147930842999
3.0,12.0,56.200000000000003,3.1000000000000001,40.700000000000003,0.56200000000000006,19.238585853250093
3.0,13.0,56.200000000000003,3.7000000000000002,40.100000000000001,0.56200000000000006,18.224026566789487
3.0,14.0,58.5,3.2999999999999998,38.200000000000003,0.58499999999999996,17.316495216634969
3.0,15.0,56.600000000000001,4.0999999999999996,39.299999999999997,0.56599999999999995,16.66010751400821
3.0,16.0,56.899999999999999,3.2999999999999998,39.799999999999997,0.56899999999999995,16.109100039635841
3.0,17.0,59.799999999999997,2.7000000000000002,37.5,0.59800000000000009,15.322656020038272
3.0,18.0,59.399999999999999,2.7999999999999998,37.799999999999997,0.59399999999999997,15.036477350123565
3.0,19.0,60.0,3.0,37.0,0.60000000000000009,13.979673761065694
3.0,20.0,59.600000000000001,2.8999999999999999,37.5,0.59599999999999997,13.845869038862304
3.0,21.0,62.700000000000003,2.3999999999999999,34.899999999999999,0.627,13.628571015757013
3.0,22.0,60.600000000000001,2.8999999999999999,36.5,0.60600000000000009,12.838192605711281
3.0,23.0,63.0,1.7,35.299999999999997,0.63,12.922481121294146
3.0,24.0,61.799999999999997,2.2000000000000002,36.0,0.61799999999999999,12.411386555566342
3.0,25.0,62.0,2.7999999999999998,35.200000000000003,0.62,12.184949778368971
3.0,26.0,62.600000000000001,2.1000000000000001,35.299999999999997,0.626,12.211804892292363
3.0,27.0,64.0,2.0,34.0,0.64000000000000001,11.402809642323877
3.0,28.0,61.899999999999999,2.7000000000000002,35.399999999999999,0.61899999999999999,11.138631737619168
3.0,29.0,61.799999999999997,2.5,35.700000000000003,0.6180000000000001,11.186308473851929
3.0,30.0,64.099999999999994,2.0,33.899999999999999,0.64100000000000001,10.53889692374908
3.0,31.0,62.399999999999999,2.6000000000000001,35.0,0.624,10.667550209554697
3.0,32.0,62.799999999999997,3.1000000000000001,34.100000000000001,0.62799999999999989,10.172669505596019
3.0,33.0,62.899999999999999,2.3999999999999999,34.700000000000003,0.629,10.053624049713447
3.0,34.0,62.899999999999999,2.2000000000000002,34.899999999999999,0.629,10.059204424765404
3.0,35.0,65.700000000000003,2.1000000000000001,32.200000000000003,0.65700000000000003,9.4797298201881688
3.0,36.0,64.200000000000003,2.7000000000000002,33.100000000000001,0.64200000000000002,9.213910025681983
3.0,37.0,63.799999999999997,2.6000000000000001,33.600000000000001,0.63800000000000001,9.1088525193014913
3.0,38.0,65.099999999999994,2.1000000000000001,32.799999999999997,0.65100000000000002,8.8911920976371306
3.0,39.0,65.799999999999997,2.1000000000000001,32.100000000000001,0.65800000000000003,8.9022157829324318
3.0,40.0,65.599999999999994,2.2000000000000002,32.200000000000003,0.65599999999999992,8.7903972462743081
3.0,41.0,66.0,1.5,32.5,0.65999999999999992,8.6561546857439087
3.0,42.0,64.200000000000003,2.5,33.299999999999997,0.64200000000000002,8.2598119067019962
3.0,43.0,67.200000000000003,1.8999999999999999,30.899999999999999,0.67200000000000004,7.740983746594206
3.0,44.0,67.299999999999997,1.7,31.0,0.67299999999999993,7.9766692701058544
3.0,45.0,66.900000000000006,1.8999999999999999,31.199999999999999,0.66900000000000004,7.8483070951736806
3.0,46.0,65.900000000000006,2.7000000000000002,31.399999999999999,0.65900000000000003,7.6409559777986802
3.0,47.0,67.5,2.7999999999999998,29.699999999999999,0.67499999999999993,7.4740118689975148
3.0,48.0,69.099999999999994,1.8999999999999999,29.0,0.69100000000000006,7.338655846731915
3.0,49.0,69.0,2.7000000000000002,28.300000000000001,0.68999999999999995,7.0463261809741926
3.0,50.0,70.900000000000006,1.7,27.399999999999999,0.70899999999999985,6.9478070089991331
3.0,51.0,70.700000000000003,1.8999999999999999,27.399999999999999,0.70700000000000007,6.9747764175155469
3.0,52.0,69.900000000000006,2.2000000000000002,27.899999999999999,0.69900000000000007,6.7407140887255084
3.0,53.0,69.200000000000003,1.8,29.0,0.69199999999999995,6.8153479739332594
3.0,54.0,70.400000000000006,2.0,27.600000000000001,0.70399999999999996,6.3582399563028718
3.0,55.0,70.799999999999997,1.8,27.399999999999999,0.70799999999999996,6.3699880569863208
3.0,56.0,70.5,2.0,27.5,0.70500000000000007,6.3088112673615884
3.0,57.0,73.900000000000006,1.8,24.300000000000001,0.7390000000000001,6.119075359633376
3.0,58.0,72.900000000000006,1.8999999999999999,25.199999999999999,0.72900000000000009,5.9984372149015552
3.0,59.0,72.400000000000006,1.8999999999999999,25.699999999999999,0.72399999999999987,5.8729318701557833
3.0,60.0,70.799999999999997,2.5,26.699999999999999,0.70799999999999996,5.737981158486221
3.0,61.0,72.400000000000006,1.7,25.899999999999999,0.72399999999999998,5.5947823544772444
3.0,62.0,73.799999999999997,2.1000000000000001,24.100000000000001,0.73799999999999988,5.4796649327477898
3.0,63.0,74.900000000000006,1.5,23.600000000000001,0.74899999999999989,5.3501615023342737
3.0,64.0,73.099999999999994,2.2000000000000002,24.699999999999999,0.73099999999999998,5.3688426365202577
3.0,65.0,74.799999999999997,1.8,23.399999999999999,0.748,5.258184885170591
3.0,66.0,75.900000000000006,1.6000000000000001,22.5,0.75900000000000012,5.0704022313776305
3.0,67.0,75.400000000000006,1.6000000000000001,23.0,0.754,4.9048227612757325
3.0,68.0,76.5,1.5,22.0,0.76500000000000001,4.8551218723956415
3.0,69.0,75.900000000000006,1.8,22.300000000000001,0.75900000000000001,4.72481158528658
3.0,70.0,79.400000000000006,1.1000000000000001,19.5,0.79399999999999993,4.5497590810790456
3.0,71.0,78.200000000000003,1.8999999999999999,19.899999999999999,0.78199999999999992,4.472422433801464
3.0,72.0,78.799999999999997,1.6000000000000001,19.600000000000001,0.78800000000000003,4.3416112202706474
3.0,73.0,78.0,1.3,20.699999999999999,0.78000000000000003,4.2991373751979367
3.0,74.0,79.700000000000003,1.3999999999999999,18.899999999999999,0.79700000000000004,4.2155188146131302
3.0,75.0,80.799999999999997,1.0,18.199999999999999,0.80800000000000005,4.0521871074751887
3.0,76.0,81.700000000000003,1.2,17.100000000000001,0.81699999999999995,3.9145189027243057
3.0,77.0,81.400000000000006,1.2,17.399999999999999,0.81399999999999983,3.8009262273241911
3.0,78.0,81.700000000000003,1.8999999999999999,16.399999999999999,0.81699999999999995,3.714986948842288
3.0,79.0,82.700000000000003,0.80000000000000004,16.5,0.82700000000000018,3.7127887797945873
3.0,80.0,84.099999999999994,1.2,14.699999999999999,0.84099999999999997,3.5762077098934042
3.0,81.0,83.099999999999994,1.2,15.699999999999999,0.83100000000000007,3.4083464389096259
3.0,82.0,85.0,0.90000000000000002,14.1,0.84999999999999998,3.34133532115368
3.0,83.0,85.700000000000003,0.59999999999999998,13.699999999999999,0.85699999999999998,3.2178995805694313
3.0,84.0,86.299999999999997,0.80000000000000004,12.9,0.86299999999999988,3.0511352990226022
3.0,85.0,89.900000000000006,0.5,9.5999999999999996,0.89900000000000002,2.8937083382080977
3.0,86.0,89.900000000000006,0.5,9.5999999999999996,0.89900000000000002,2.8305795030192415
3.0,87.0,87.299999999999997,1.5,11.199999999999999,0.873,2.8041491369522933
3.0,88.0,90.599999999999994,0.59999999999999998,8.8000000000000007,0.90600000000000003,2.576065746736953
3.0,89.0,92.599999999999994,0.29999999999999999,7.0999999999999996,0.92599999999999993,2.454751640993786
3.0,90.0,92.799999999999997,0.59999999999999998,6.5999999999999996,0.92799999999999994,2.3513690373265494
3.0,91.0,93.5,0.20000000000000001,6.2999999999999998,0.93499999999999994,2.2263848701546927
3.0,92.0,95.700000000000003,0.10000000000000001,4.2000000000000002,0.95699999999999985,2.0119622145661267
3.0,93.0,95.400000000000006,0.20000000000000001,4.4000000000000004,0.95399999999999996,1.8854496759673989
3.0,94.0,96.5,0.10000000000000001,3.3999999999999999,0.96499999999999986,1.7746992173821627
3.0,95.0,97.099999999999994,0.20000000000000001,2.7000000000000002,0.97099999999999986,1.6151377721841116
3.0,96.0,98.299999999999997,0.0,1.7,0.98299999999999998,1.4469282609009841
