"","V1","V2","V3"
"1",0.01,4.11662426148173,0.129162554401822
"2",0.01,6.71054670173001,-1.00221446695638
"3",0.01,-16.6433144715311,0.938049276007199
"4",0.01,-17.2105883717609,1.7520496792887
"5",0.01,22.7335525287312,-1.63623736143176
"6",0.01,-21.9885933235659,1.54854371246128
"7",0.01,-18.8859563188076,1.32502612868654
"8",0.01,NA,NA
"9",0.01,-1.31420107946541,-0.247243632708421
"10",0.01,-18.9624801715327,2.01076027554363
"11",0.0126896100316792,-10.6066537005178,0.567068872907976
"12",0.0126896100316792,8.43008463212185,-0.664826319811465
"13",0.0126896100316792,-19.8112245883844,1.60880460056771
"14",0.0126896100316792,6.38305270491401,-0.399039554650714
"15",0.0126896100316792,3.26413650514332,-0.194005639697162
"16",0.0126896100316792,12.7843816407727,-1.15169762803075
"17",0.0126896100316792,14.5745972998795,-1.3283724458772
"18",0.0126896100316792,-12.3212564164707,0.909686101458407
"19",0.0126896100316792,-4.42272210784404,0.36624366634844
"20",0.0126896100316792,11.7615808775267,-0.61001106985164
"21",0.0161026202756094,-14.5215739436701,1.12634842528647
"22",0.0161026202756094,8.72897289744139,-0.696578222401708
"23",0.0161026202756094,6.11560884133621,-0.572905308165581
"24",0.0161026202756094,12.4999288486547,-1.28738407142986
"25",0.0161026202756094,0.463272244824318,0.0360236998785773
"26",0.0161026202756094,4.98220102564975,-0.614436009884701
"27",0.0161026202756094,-8.55949196123353,0.937757622112714
"28",0.0161026202756094,-0.620801927998317,0.153280207319365
"29",0.0161026202756094,11.1473729954656,-1.05062000544636
"30",0.0161026202756094,1.71706949430094,-0.284464936216262
"31",0.0204335971785694,-5.50998666392682,0.489612332842031
"32",0.0204335971785694,-1.8647512222866,0.224100983038384
"33",0.0204335971785694,0.550663022891466,0.0142844016509562
"34",0.0204335971785694,3.30553471837569,-0.187553182711122
"35",0.0204335971785694,-2.6979268627035,0.0151045424826756
"36",0.0204335971785694,2.56447953386042,-0.222794180176984
"37",0.0204335971785694,-12.1640663250587,0.888873343141384
"38",0.0204335971785694,-15.0525980419195,1.71794195623912
"39",0.0204335971785694,-2.2744466291319,0.132431061224214
"40",0.0204335971785694,0.385939011875486,0.0930595080523819
"41",0.0259294379740467,-0.410932235646174,0.0893404027636833
"42",0.0259294379740467,0.325141623795375,0.218801767516851
"43",0.0259294379740467,-2.35512377981566,0.282561944850523
"44",0.0259294379740467,-0.833108613262647,0.152138398475747
"45",0.0259294379740467,3.04121073676619,-0.184877935860109
"46",0.0259294379740467,1.30092262986511,0.0130145444663859
"47",0.0259294379740467,0.239142088320907,0.272705051677808
"48",0.0259294379740467,-3.13669456088642,0.365985822003693
"49",0.0259294379740467,3.56064777546625,-0.274086847403196
"50",0.0259294379740467,0.774149843289613,-0.134655971145338
"51",0.0329034456231267,6.01556252967926,-0.394942204595418
"52",0.0329034456231267,-1.56719278005321,0.116319004363101
"53",0.0329034456231267,-4.28322157063113,0.161226628620859
"54",0.0329034456231267,-5.56767423697659,0.596991014065692
"55",0.0329034456231267,-0.272696553115514,0.18267191478259
"56",0.0329034456231267,1.87594931653778,-0.117430686433728
"57",0.0329034456231267,5.52383593296435,-0.488011447999088
"58",0.0329034456231267,-4.91483502214477,0.483282269401567
"59",0.0329034456231267,-1.94926915827576,0.137634133318592
"60",0.0329034456231267,-1.27207400277213,0.143228261067683
"61",0.041753189365604,-3.49269136050044,0.362032507004544
"62",0.041753189365604,1.83816864091595,-0.134085910317307
"63",0.041753189365604,0.323126658086567,0.0405273557340836
"64",0.041753189365604,-2.64454633502562,0.185173427727914
"65",0.041753189365604,0.386242889795419,0.0609007595373065
"66",0.041753189365604,-3.63746220744119,0.191954050703484
"67",0.041753189365604,4.42825796258358,-0.411809782932996
"68",0.041753189365604,0.00849658503004724,0.0479954757669171
"69",0.041753189365604,-0.320522390702527,0.0500068871518205
"70",0.041753189365604,1.45593286605287,-0.0251417829437073
"71",0.0529831690628371,-3.48700852744941,0.422572985312827
"72",0.0529831690628371,-2.94657685098347,0.248613603928231
"73",0.0529831690628371,-0.773897153890968,0.0955045370761892
"74",0.0529831690628371,-1.3908906136501,0.164513575765494
"75",0.0529831690628371,0.26141702861675,-0.0361971101537265
"76",0.0529831690628371,-0.5142734933039,0.0694239350153495
"77",0.0529831690628371,1.51441592798759,-0.0606159837902815
"78",0.0529831690628371,0.869840264865446,-0.0609720715267543
"79",0.0529831690628371,-1.26761901614835,0.101884265750748
"80",0.0529831690628371,-3.37025751539624,0.300705953010459
"81",0.0672335753649933,-0.990038353149104,0.190697903440399
"82",0.0672335753649933,-0.21069128181287,0.0638257487035459
"83",0.0672335753649933,0.761486796275491,-0.0802663652908053
"84",0.0672335753649933,0.748581066101708,-0.00917114580378316
"85",0.0672335753649933,-1.30017189633627,0.117365226766863
